snapshot_date_taipei,last_price_date,candidate_rank,code,ticker,name,exchange,industry,price,ret_5d,ret_20d,ret_60d,rs_20d_vs_bench,rs_60d_vs_bench,acceleration,er20,vol20,maxdd20,keynes_legacy,keynes_v2,avg_turnover20_twd,taiwan_candidate_score_v1,candidate_bucket,reaction_state,bias20,taiwan_early_score_v2
2026-09-06,2026-09-04,114,2885,2885.TW,元大金,TWSE,金融保險業,69.80000305175781,0.0906250476837158,0.0722600270056676,0.213158397754454,0.0196840881095543,0.1225916277728058,0.0725600409322989,0.2651203751761433,0.0759008550220898,-0.073400350282235,0.4561329172874466,0.2524030258210571,1525830736.5439172,0.7286538688730044,,,,
2026-09-06,2026-09-04,115,1310,1310.TW,台苯,TWSE,塑膠工業,8.720000267028809,0.0344009432211971,0.094102948128073,0.0344009432211971,0.0415270092319597,-0.0594327788000119,0.0108752061891788,0.2747256394119982,0.0944595938076527,-0.0325301748866305,0.5782639813550909,0.2736883735460707,31545287.612752818,0.7264189235843727,,,,
2026-09-06,2026-09-04,116,6438,6438.TW,迅得,TWSE,其他電子業,156.5,0.0364238410596027,0.0793103448275862,0.1015920717554677,0.0267344059314729,0.009565964495122,0.0165962548527061,0.2149532710280373,0.0960562776631813,-0.0501672240802675,0.5176365863333704,0.1774794782994782,63845808.6,0.7262116345761115,,,,
2026-09-06,2026-09-04,117,7703,7703.TWO,銳澤,TPEX,其他電子業,187.5,0.0302197802197801,0.053370786516854,0.0219968011034372,0.0007948476207406,-0.0440666887457448,0.0168770835905666,0.1844660194174757,0.0829231964887733,-0.0432432432432432,0.3051625084841298,0.1187254828421481,12637656.55,0.7238808379366702,,,,
2026-09-06,2026-09-04,118,2607,2607.TW,榮運,TWSE,航運業,53.5,0.0348162323113707,0.1169101940653505,0.1397109518254125,0.0643342551692371,0.0696965453235172,0.0055886837950331,0.5384613127398399,0.0575794360628922,-0.0198019801980198,0.8760390646581856,1.0933003320897052,32099685.00710164,0.7228325745991488,,,,
2026-09-06,2026-09-04,120,5263,5263.TWO,智崴,TPEX,文化創意業,103.0,0.0351758793969849,0.1269146420182134,0.0098039215686274,0.0743387031221001,-0.0621574382213254,0.0034472188924316,0.3452382222866079,0.1200744974122149,-0.0707497060628633,0.9210155430718368,0.3649050076144808,26682669.33986168,0.7220243652290663,,,,
2026-09-06,2026-09-04,121,3380,3380.TW,明泰,TWSE,通信網路業,30.0,0.0657193750102904,0.0733452300931154,-0.1079659797694372,0.0207692911970021,-0.1621320048451699,0.0473830674870116,0.2240436885088365,0.0984408363626014,-0.0561403642620956,0.4235180393939072,0.1669280401485269,63194006.41732635,0.721318103780008,,,,
2026-09-06,2026-09-04,122,1558,1558.TW,伸興,TWSE,電機機械,106.5,0.0441176470588235,0.1525973835635927,0.2445814239252408,0.1000214446674794,0.1648982465737052,0.0059683011679254,0.532075567303227,0.0703034496497294,-0.0291262135922329,1.1509312676828742,1.1548983703234137,14186220.422659684,0.7209022996990422,,,,
2026-09-06,2026-09-04,123,2498,2498.TW,宏達電,TWSE,通信網路業,41.59999847412109,0.0258939397488546,0.0426064381761885,0.0012656769259797,-0.0099695007199247,-0.0708793260838969,0.0152423302048075,0.2179480282443711,0.0593032944792659,-0.034229864881376,0.2447261218865789,0.1565847103867499,174545166.29329833,0.7207933579298816,,,,
2026-09-06,2026-09-04,124,6196,6196.TW,帆宣,TWSE,其他電子業,516.0,0.047715736040609,0.0455927051671731,0.0361606428547836,-0.0069832337289401,-0.0324858102568277,0.0363175597488157,0.1253481894150417,0.1034270891033555,-0.0665362035225048,0.1990635127355971,0.0552559594665568,575586718.675,0.720632962783888,,,,
2026-09-06,2026-09-04,125,5876,5876.TW,上海商銀,TWSE,金融保險業,46.29999923706055,0.0730011031237727,0.0655925989431049,0.158205015431738,0.0130166600469916,0.0798921255735125,0.0566029533879964,0.3220337814130675,0.0587952528604754,-0.0283125698029093,0.4478824150522733,0.3592642542159832,340245296.8036753,0.7190265125332507,,,,
2026-09-06,2026-09-04,126,3515,3515.TW,華擎,TWSE,電腦及週邊設備業,227.0,0.0318181818181817,0.0682352941176469,-0.021769125190339,0.0156593552215336,-0.0966920273533873,0.01475935828877,0.1757575757575757,0.104728683495151,-0.0826271186440678,0.4299589882175673,0.1145137079449496,166868007.75,0.7187846502465074,,,,
2026-09-06,2026-09-04,127,1440,1440.TW,南紡,TWSE,紡織纖維,13.899999618530272,0.014598526426977,0.0988142322288252,0.0852755395604707,0.0462382933327119,0.000118053188888,-0.0101050316302293,0.3086421788058106,0.0951888149162458,-0.0357142857142857,0.6934015189717088,0.3203973067525063,40378152.04538579,0.7184091763272646,,,,
2026-09-06,2026-09-04,128,2465,2465.TW,麗臺,TWSE,電腦及週邊設備業,99.1999969482422,0.0442104941920229,0.1656874115974149,0.3069828057173214,0.1131114727013016,0.2097049488669369,0.0027886412926692,0.1551155181992141,0.2741818300235905,-0.1819047473725819,1.183731071343213,0.0937359295720224,541940349.4633617,0.7178337357454914,,,,
2026-09-06,2026-09-04,129,3017,3017.TW,奇鋐,TWSE,電腦及週邊設備業,3570.0,0.0625,0.2894715887100336,0.5379778847944894,0.2368956498139203,0.444750000811253,-0.0098678971775084,0.405011176375005,0.1844484302148781,-0.1122297449283605,2.0596569160500664,0.6356206368035303,12611304827.5,0.717348492226865,,,,
2026-09-06,2026-09-04,130,2312,2312.TW,金寶,TWSE,其他電子業,32.849998474121094,0.0330188447249033,0.0495207436051716,-0.0427215453711322,-0.0030551952909416,-0.1182837626939055,0.0206386588236104,0.1286306502238958,0.0985569457200664,-0.0800000226056134,0.2355366610909365,0.0646315224458821,416377457.169758,0.7170281965921316,,,,
2026-09-06,2026-09-04,131,6515,6515.TW,穎崴,TWSE,半導體業,7075.0,0.1319999999999999,0.0465976331360946,-0.1826471366024439,-0.0059783057600186,-0.1997274864349326,0.1203505917159762,0.1014492753623188,0.1519951687937182,-0.1596931659693166,0.0618679775919675,0.0311016208789614,2714184750.5,0.7169564983969747,,,,
2026-09-06,2026-09-04,132,2354,2354.TW,鴻準,TWSE,其他電子業,65.5999984741211,0.0266040204639699,0.0614886615529559,0.1999866300999435,0.0089127226568426,0.1209194903832324,0.0112318550757309,0.2087912456437503,0.0871947110032436,-0.0507131065867551,0.4056754462131564,0.1472370754016383,871823351.9564632,0.7162942871580783,,,,
2026-09-06,2026-09-04,134,2385,2385.TW,群光,TWSE,電子零組件業,110.5,0.0231481481481481,0.0886699507389161,-0.1622576535068388,0.0360940118428028,-0.2391934168513171,0.0009806604634191,0.36,0.0599250950670658,-0.027906976744186,0.5249529367227551,0.5326847163160086,293066868.7,0.7146338016206781,,,,
2026-09-06,2026-09-04,136,2603,2603.TW,長榮,TWSE,航運業,233.0,0.0064794816414686,0.1228915662650602,0.111636414331115,0.0703156273689469,0.0496553461559639,-0.0242434099247964,0.2698412698412698,0.1127794981836037,-0.0815109343936382,0.8622059668222078,0.294035856053911,4322412154.2,0.71383759058813,,,,
2026-09-06,2026-09-04,137,4580,4580.TWO,捷流閥業,TPEX,電機機械,82.80000305175781,0.056122467350036,0.0783704236440261,0.0797083599295154,0.0257944847479127,0.0027725965850371,0.0365298614390294,0.323216531549677,0.1138825010556677,-0.0505747301825161,0.1802923148399284,0.2224276449102473,10602671.529701617,0.7082604156380815,,,,
2026-09-06,2026-09-04,138,4949,4949.TW,有成精密,TWSE,光電業,77.80000305175781,0.0456989443030624,0.1646706511596565,-0.1355555216471354,0.1120947122635431,-0.2312835562601541,0.0045312815131483,0.2208835882797764,0.1907331593196955,-0.0839894245774246,1.0606837218672718,0.1907012102260935,77647421.7658699,0.7071386531537536,,,,
2026-09-06,2026-09-04,140,2352,2352.TW,佳世達,TWSE,電腦及週邊設備業,29.25,0.0372340144912499,0.0335689324576153,0.006485829320737,-0.0190070064384979,-0.0721218977551747,0.0288417813768461,0.1194969398453488,0.0810424728068543,-0.0540540662449234,0.1387125726677772,0.0494973137372108,166840804.77179536,0.7008409673161983,,,,
2026-09-06,2026-09-04,143,4912,4912.TW,聯德控股-KY,TWSE,電子零組件業,102.0,0.0282258380836313,0.146067415730337,0.1196487564044832,0.0934914768342236,0.0198384302039087,-0.0082910158489529,0.3939395760921483,0.1313561183300362,-0.057022112676896,1.0315192788376224,0.438059045632798,69774849.45185585,0.7002119890992571,,,,
2026-09-06,2026-09-04,144,1304,1304.TW,台聚,TWSE,塑膠工業,12.350000381469728,0.0248962809947115,0.0466101849020912,-0.0007726894779045,-0.0059657539940221,-0.0973011777928,0.0132437347691887,0.1466669040259094,0.0939970134746168,-0.0327868544904811,0.2714504508282052,0.0727275395564664,33628024.60387874,0.6958173640279318,,,,
2026-09-06,2026-09-04,147,3617,3617.TW,碩天,TWSE,其他電子業,248.0,0.0184804928131416,0.0689655172413792,0.2391737077174796,0.0163895783452658,0.1476593510772745,0.0012391135027968,0.1509433962264151,0.1135954971269673,-0.0711538461538461,0.4208136675661592,0.0916399827300362,195795369.925,0.6926566191815201,,,,
2026-09-06,2026-09-04,148,3555,3555.TWO,博士旺,TPEX,半導體業,193.5,0.0516304347826086,0.2364217252396165,-0.0606796116504854,0.1838457863435032,-0.0449357633444782,-0.0074749965272954,0.3032786885245901,0.1977499955127518,-0.0951219512195121,1.6186340287905554,0.3625874710311598,20471161.225,0.6925968348913611,,,,
2026-09-06,2026-09-04,149,1309,1309.TW,台達化,TWSE,塑膠工業,13.649999618530272,0.0419846733621882,0.0664062043069868,-0.0897847493023812,0.0138302654108735,-0.1576183765093699,0.0253831222854415,0.2207792143452526,0.0873586347430149,-0.0342205188075459,0.3576445377453229,0.1678266797286363,27841898.44719534,0.6919401607405695,,,,
2026-09-06,2026-09-04,150,1434,1434.TW,福懋,TWSE,紡織纖維,18.200000762939453,0.0196078640890711,0.0550725079964899,0.1423663964263315,0.0024965691003766,0.0584862120787774,0.0058397370899486,0.2835824464632616,0.0516472923864779,-0.0220994259723763,0.3357889263387903,0.3023894541004265,36908549.44398947,0.691477279984938,,,,
2026-09-06,2026-09-04,1,6640,6640.TWO,均華,TPEX,半導體業,1250.0,0.179245283018868,0.3616557734204793,0.2422013652084145,0.3090798345243659,0.1472627437908715,0.0888313396637481,0.3326653306613226,0.2586480934267487,-0.1207373271889401,2.6258522432520053,0.4651506835273579,558319260.85,0.8591332514497866,CONFIRMED,PERSISTENT,0.1835440041660747,0.849247894645154
2026-09-06,2026-09-04,2,6271,6271.TW,同欣電,TWSE,半導體業,237.0,0.1023255813953487,0.2248062015503875,0.0921658986175115,0.1722302626542742,-0.023602430011145,0.0461240310077518,0.4009216589861751,0.1593317447829953,-0.0670995670995671,1.5611375819158382,0.5656730577997217,1027319374.65,0.8489330309222978,CONFIRMED,CONFIRMING,0.1552522544479648,0.8469465176884341
2026-09-06,2026-09-04,3,6291,6291.TWO,沛亨,TPEX,半導體業,456.5,0.1398252184769037,0.2255033557046979,-0.0777777777777777,0.1729274168085846,-0.1693810913762874,0.0834493795507292,0.3076923076923077,0.1831340336044466,-0.0906832298136646,1.4749081352488915,0.3788790458195483,427140218.2,0.8441447231208244,CONFIRMED,CONFIRMING,0.1433222716173063,0.8379903269279528
2026-09-06,2026-09-04,4,6510,6510.TWO,精測,TPEX,半導體業,3350.0,0.25,0.2430426716141001,-0.0064697200837624,0.1904667327179867,-0.0244146402052751,0.1892393320964749,0.3202933985330073,0.2020168707086511,-0.1237458193979933,1.7335161689191172,0.3853389224709348,1965784090.25,0.8418052072493083,CONFIRMED,CONFIRMING,0.1658256481642597,0.8357779340570459
2026-09-06,2026-09-04,5,6530,6530.TWO,創威,TPEX,通信網路業,98.1999969482422,0.1300344674792455,0.309333292643229,0.054844536829619,0.2567573537471157,-0.0677693278406292,0.0527011443184382,0.3323783105628243,0.2161666522640866,-0.0868571254185267,2.205090723062588,0.4756315376711495,198931966.654192,0.8339033601246837,CONFIRMED,CONFIRMING,0.1307501509813207,0.8211232103256885
2026-09-06,2026-09-04,6,2464,2464.TW,盟立,TWSE,其他電子業,211.0,0.1133710278360953,0.219253562421152,0.4897217133404472,0.1666776235250386,0.3719716906919552,0.0585576372308073,0.2290259499598066,0.2398430524594685,-0.1469194175352077,1.4776078099181378,0.2093650614460136,3610545183.925,0.8324113034319925,CONFIRMED,PERSISTENT,0.1041811343394909,0.828179923554574
2026-09-06,2026-09-04,7,8240,8240.TWO,華宏,TPEX,光電業,51.5,0.1495535910053524,0.2160567144168899,-0.038433894972724,0.1634807755207765,-0.1274756554399038,0.09553941240113,0.3711966785992622,0.1668929739549906,-0.0571992402808549,1.4225249304684242,0.4805447040703335,27043234.662273027,0.8323687580620481,CONFIRMED,CONFIRMING,0.1547085152411846,0.8148401211585071
2026-09-06,2026-09-04,8,6532,6532.TWO,瑞耘,TPEX,半導體業,98.0,0.0986547461079394,0.1936662828427551,0.1890103524444586,0.1410903439466417,0.0875026158332605,0.0502381753972506,0.4066496712628404,0.1177560563622336,-0.0418078751213806,1.3292340515385843,0.6687921851802134,68703773.63487586,0.8322621796947224,CONFIRMED,PERSISTENT,0.0888888796582634,0.8257568454885863
2026-09-06,2026-09-04,9,3591,3591.TW,艾笛森,TWSE,光電業,24.89999961853028,0.1216215658919337,0.1745282416243556,0.1165919493462925,0.1219523027282423,0.0523159591081732,0.0779895054858448,0.5606055307873328,0.111522471251355,-0.0599078847328613,1.2410891088886655,0.87732540747489,19680326.29216347,0.8322381451701324,CONFIRMED,CONFIRMING,0.1485239565295368,0.8152977847411639
2026-09-06,2026-09-04,10,2201,2201.TW,裕隆,TWSE,汽車工業,31.100000381469727,0.0950704506762658,0.1636781501569415,0.151006566911654,0.1111022112608282,0.0719856411598713,0.0541509131370304,0.5241604200882101,0.0857770411911549,-0.0266040801618911,1.0746201902496382,1.0001931373959578,128796533.32901068,0.8317689784259513,CONFIRMED,PERSISTENT,0.0750092174830132,0.8259264352839544
2026-09-06,2026-09-04,11,2883,2883.TW,凱基金,TWSE,金融保險業,36.70000076293945,0.1206107103187619,0.1896272385456296,0.3686838829244017,0.1370512996495163,0.2699073673416614,0.0732039006823545,0.6062179197162022,0.073681723162626,-0.0394944712501088,1.3049863742447974,1.560162074642808,1454395538.3297398,0.82939849419986,CONFIRMED,PERSISTENT,0.1328908991050079,0.8298802363817049
2026-09-06,2026-09-04,12,6683,6683.TWO,雍智科技,TPEX,半導體業,1360.0,0.1333333333333333,0.2142857142857142,-0.0166097684613617,0.1617097753896008,-0.1074942899694173,0.0797619047619047,0.2033898305084746,0.2607415909590471,-0.2329749103942652,1.3020051645880668,0.1671522174450649,895743773.5,0.8219857218925749,CONFIRMED,CONFIRMING,0.0862619808306708,0.8136638023326824
2026-09-06,2026-09-04,13,2421,2421.TW,建準,TWSE,電子零組件業,178.0,0.0886850152905198,0.1749174917491749,0.2535211267605635,0.1223415528530615,0.1506504435520734,0.0449556423532261,0.3212121212121212,0.164879715167633,-0.0835654596100278,1.2775086857443756,0.3407673194045267,812658933.4,0.8219381650727027,CONFIRMED,PERSISTENT,0.148016768784263,0.8209627847240948
2026-09-06,2026-09-04,14,5607,5607.TW,遠雄港,TWSE,航運業,56.79999923706055,0.1029126065448648,0.1603676884937743,0.120941523550021,0.107791749597661,0.0251487542476867,0.0628206844214213,0.391521210292417,0.110330188742304,-0.0787120108367425,1.2172726608888726,0.5690858703915661,76712801.84131165,0.8200203446086778,CONFIRMED,PERSISTENT,0.0652163608157843,0.809806420958943
2026-09-06,2026-09-04,15,1326,1326.TW,台化,TWSE,塑膠工業,69.80000305175781,0.1239936355368114,0.185059443862489,0.5264371122310498,0.1324835049663757,0.451153324824632,0.0777287745711891,0.2891245567819919,0.1785883433425324,-0.0628099047448024,1.2723757623884857,0.2996009072240567,2387366029.552661,0.8164626335664776,CONFIRMED,PERSISTENT,0.1202953648964095,0.8144449143613206
2026-09-06,2026-09-04,16,2884,2884.TW,玉山金,TWSE,金融保險業,43.54999923706055,0.1238709480531754,0.1415464612109798,0.3410571218203202,0.0889705223148664,0.2720917949890824,0.0884843327504305,0.5094336363377906,0.0838719889649934,-0.0366972862354728,1.0137521609674465,0.8597450631050636,1746272707.902753,0.814752475470891,CONFIRMED,PERSISTENT,0.1232187554120356,0.8127942232739442
2026-09-06,2026-09-04,17,2887,2887.TW,台新新光金,TWSE,金融保險業,41.5,0.1066666666666666,0.1806542872962881,0.5010440688966813,0.1280783484001748,0.4163173366826993,0.0615030948425946,0.5059758509964413,0.0880793836046886,-0.0476820989949813,1.191479681776507,1.0377764127090154,2344601382.987993,0.8126702410612532,CONFIRMED,PERSISTENT,0.1013069593541213,0.8144458944104445
2026-09-06,2026-09-04,18,2801,2801.TW,彰銀,TWSE,金融保險業,26.600000381469727,0.0704225341302187,0.1490281131658386,0.2609411664929633,0.0964521742697253,0.184005403148485,0.033165505838759,0.7263153667928862,0.0567923426480148,-0.0145228371755063,1.0744515812862876,1.90591554476546,467587439.4475829,0.811080013375322,CONFIRMED,PERSISTENT,0.092290328089496,0.8052136653471105
2026-09-06,2026-09-04,19,4977,4977.TW,眾達-KY,TWSE,通信網路業,185.0,0.1085411492925736,0.3857677902621723,0.0833992875072682,0.333191851366059,-0.0089256274242759,0.0120992017270305,0.3649313409597128,0.2397681668330023,-0.1095646725425237,2.7543641766948666,0.5871453198267628,772574700.5532768,0.8103216937450802,CONFIRMED,CONFIRMING,0.1658704189633342,0.7942675131524044
2026-09-06,2026-09-04,20,2889,2889.TW,國票金,TWSE,金融保險業,16.600000381469727,0.0877182194761752,0.1303738234609188,0.1568374744276179,0.0777978845648055,0.072215047316166,0.0551247636109454,0.5549027563873646,0.0593864311784648,-0.0185184833091325,0.7071948939205004,1.2182041008966669,224870675.97651443,0.8099109766554875,CONFIRMED,PERSISTENT,0.0887188626493287,0.8034598008258554
2026-09-06,2026-09-04,21,4971,4971.TWO,IET-KY,TPEX,半導體業,624.0,0.0985915492957747,0.3550488599348533,0.2071778772094346,0.30247292103874,0.0662418799841184,0.0098293343120614,0.2870939420544337,0.277947260074843,-0.0986394557823129,2.4595606278946347,0.3667327995720561,1770159758.7,0.807442810078462,CONFIRMED,PERSISTENT,0.1186805306561491,0.7911051537192377
2026-09-06,2026-09-04,22,2520,2520.TW,冠德,TWSE,建材營造業,37.09999847412109,0.0509914809054945,0.1213856210054664,0.165032407957836,0.0688096821093531,0.0161003047232046,0.0206450756541279,0.364556611352744,0.0900214875722271,-0.0407608704102737,0.4508385556572045,0.4915707555398543,61548607.44595452,0.8069496090460864,CONFIRMED,PERSISTENT,0.0340742391071813,0.7955155913341144
2026-09-06,2026-09-04,23,8111,8111.TWO,立碁,TPEX,光電業,70.0,0.121794844363412,0.178451148178893,0.2612612612612612,0.1258752092827797,0.177544454785095,0.0771820573186887,0.2226890150196473,0.2186033864419724,-0.083769651807023,1.2575767254990788,0.181786344044727,808392242.8701389,0.8037515696168095,CONFIRMED,PERSISTENT,0.1078578803362459,0.7954561673826893
2026-09-06,2026-09-04,24,3023,3023.TW,信邦,TWSE,電子零組件業,340.0,0.0725552050473186,0.1038961038961039,0.1397368168263895,0.0513201649999905,0.0683789619690176,0.0465811790732926,0.32,0.0908325990213145,-0.0361067503924646,0.485891452290506,0.3660222607849376,303664936.925,0.803506853276565,CONFIRMED,PERSISTENT,0.068006910632951,0.807915613784685
2026-09-06,2026-09-04,25,2395,2395.TW,研華,TWSE,電腦及週邊設備業,711.0,0.0627802690582959,0.1214511041009462,0.5652828004274588,0.0688751652048329,0.4833031781382439,0.0324174930330593,0.2271386430678466,0.1293322615874084,-0.0702005730659025,0.7371414329865151,0.2132974297827208,2422742983.65,0.8021824881246425,CONFIRMED,PERSISTENT,0.0464346162337183,0.8062298096034956
2026-09-06,2026-09-04,26,6224,6224.TW,聚鼎,TWSE,電子零組件業,84.80000305175781,0.1382550745202391,0.5418182373046876,0.1114023546530404,0.4892422984085742,-0.0116090714183809,0.0028005151940672,0.5228070710834704,0.1968750417651553,-0.0675844984074236,4.090780976974557,1.4388131840640828,130072895.54583208,0.8018186294248829,CONFIRMED,CONFIRMING,0.1778596116012967,0.7751799284406031
2026-09-06,2026-09-04,27,6217,6217.TWO,中探針,TPEX,電子零組件業,188.5,0.0771428571428571,0.1424242424242423,-0.1732456140350877,0.089848303528129,-0.2679228878079975,0.0415367965367965,0.1983122362869198,0.2233839015943471,-0.1345029239766082,0.67836096312578,0.1264391472036883,779708499.275,0.7991494342186501,CONFIRMED,CONFIRMING,0.1248694614351784,0.7988750774155675
2026-09-06,2026-09-04,28,6442,6442.TW,光聖,TWSE,通信網路業,1755.0,0.0866873065015478,0.3245283018867924,-0.0273870097861632,0.271952362990679,-0.1403455163659136,0.0055552310298497,0.43,0.201878590779461,-0.1042944785276073,2.337329441699368,0.6912430350961124,4973408379.25,0.7988228877132086,CONFIRMED,CONFIRMING,0.1016949152542372,0.7843189567424703
2026-09-06,2026-09-04,29,3714,3714.TW,富采,TWSE,光電業,66.80000305175781,0.0670927265177649,0.124579147067108,0.0673632387554472,0.0720032081709947,0.0040461146488874,0.0359479397509879,0.2269939224614768,0.1614261426614943,-0.0753768834588275,0.7986879612314551,0.175180480580321,749833655.2721598,0.79723532823464,CONFIRMED,PERSISTENT,0.1189280243175512,0.7989954431800786
2026-09-06,2026-09-04,30,2617,2617.TW,台航,TWSE,航運業,32.45000076293945,0.0656814433461094,0.1228374114625583,0.1539829229899874,0.070261472566445,0.0751012044481951,0.0349720904804699,0.4201187251861133,0.0783679726164298,-0.0439560314525079,0.9360624124413448,0.6585125911244109,69703438.41454211,0.796378077836528,CONFIRMED,PERSISTENT,0.0604575379675276,0.7896947559298845
2026-09-06,2026-09-04,31,2882,2882.TW,國泰金,TWSE,金融保險業,115.0,0.0900473933649288,0.1569416321393075,0.1851457675482719,0.1043656932431942,0.1153279627391066,0.0508119853301019,0.4239130547456809,0.0966910106650789,-0.0374384537118995,1.088457521195207,0.6880640324196626,2286015391.8354354,0.7951664544038305,CONFIRMED,PERSISTENT,0.1135318365991642,0.7956701027641995
2026-09-06,2026-09-04,32,2419,2419.TW,仲琦,TWSE,通信網路業,27.100000381469727,0.0796812736894025,0.1198346912026304,-0.0524475517480016,0.0672587523065171,-0.1038657450222889,0.0497226008887449,0.3333331871763948,0.1204680125510779,-0.0457256316490345,0.8091603872804909,0.3315807964868303,32825743.53616448,0.7945191690749209,CONFIRMED,CONFIRMING,0.074863674029538,0.7805419938663083
2026-09-06,2026-09-04,33,6290,6290.TWO,良維,TPEX,電子零組件業,270.0,0.0887096774193547,0.3366336633663367,-0.0662476015983012,0.2840577244702233,-0.1320293514108823,0.0045512615777705,0.4533333333333333,0.1794449859281343,-0.0539499036608863,2.429728062147624,0.8504403727791541,1001329064.6,0.7916701052098405,CONFIRMED,CONFIRMING,0.1590470057952351,0.7715045249828533
2026-09-06,2026-09-04,34,2454,2454.TW,聯發科,TWSE,半導體業,4415.0,0.1079046424090339,0.132051282051282,0.0872409129898361,0.0794753431551686,-0.0080117816300731,0.0748918218962134,0.2518337408312958,0.1551910520828563,-0.1242603550295857,0.8823522154692235,0.214284057580769,30698300624.0,0.791356345499199,CONFIRMED,CONFIRMING,0.1001058992088705,0.7940832772340701
2026-09-06,2026-09-04,35,2353,2353.TW,宏碁,TWSE,電腦及週邊設備業,32.70000076293945,0.0599675967129305,0.080991760758329,-0.0831819939746614,0.0284158218622156,-0.1423891702151836,0.0397196565233482,0.2462311191741548,0.0871304171112407,-0.0541795678432114,0.4873196667066632,0.2288832368373448,593140671.0454834,0.7872882712540966,CONFIRMED,CONFIRMING,0.0427296148967626,0.7953230855449848
2026-09-06,2026-09-04,36,4569,4569.TW,六方科-KY,TWSE,汽車工業,180.0,0.0876132930513595,0.1125607009865794,0.1193446501848702,0.0599847620904661,0.0812504667193243,0.0594731178047147,0.2864509541836786,0.1131241308016832,-0.0489400198896867,0.636775238505519,0.2850242470168854,18552959.9,0.7866395581498515,CONFIRMED,PERSISTENT,0.0858313864151343,0.7716448176993177
