ticker,name,industry_cluster,region,universe_layer,issuer_id,price,ret_1d,ret_5d,ret_20d,ret_60d,ma5,ma20,ma60,ma20_slope,ma60_slope,bias20,dist_20d_high,dist_52w_high,last_price_date,calendar_staleness_days,volume_ratio20,atr_pct14,er20,vol20,maxdd20,keynes_legacy,keynes_v2,trend,rs_5d_vs_bench,rs_20d_vs_bench,rs_60d_vs_bench,decision_eligible,activation_state
APA,APA Corporation,Oil & Gas Exploration & Production,US,DISCOVERY,1841666,45.459999084472656,0.014958654950887551,0.02088480419200378,0.04626002960275266,0.337812891788297,45.48399963378906,43.881999778747556,38.57079216639201,0.004871354277415417,0.003371816342054443,0.03596005910581446,-0.0417369224189138,-0.0417369224189138,2026-09-17,1,0.9689861667558918,0.03483440710754045,0.11086586889772088,0.11586784085591571,-0.07208832635590623,0.2191093970313845,0.04426300118529926,STRONG_UP,0.014590571463652724,0.054659922970193175,0.2982535283650434,False,RESEARCH_WHY_REQUIRED
APO,Apollo Global Management,Asset Management & Custody Banks,US,DISCOVERY,1858681,126.0,0.01180439440386083,-0.014932402528537891,-0.05709799149901751,-0.031221117140606602,126.96399841308593,131.25149841308593,126.63812764485677,-0.0030692595054115975,0.0001219090982925309,-0.0400109596963073,-0.08583038289120337,-0.16768968370523063,2026-09-17,1,1.2153605307972077,0.03155896885324768,0.23866138853543314,0.0683539614086455,-0.08822670149516687,-0.5325937405927718,-0.19936058792952863,BEAR,-0.021226635256888948,-0.048698098131576995,-0.07078048056386022,False,RESEARCH_WHY_REQUIRED
APP,AppLovin,Advertising,US,DISCOVERY,1751008,321.6000061035156,-0.015188606970111707,0.022608083213846886,0.034782320091964136,-0.31137849841776066,327.5639953613281,315.4269958496094,385.9934987386068,0.0008248941908545423,-0.008777902033082728,0.019570329537835107,-0.04947682927104258,-0.5686752961712576,2026-09-17,1,0.9778778683268716,0.04731607923470396,0.09058904283352702,0.09742953927700031,-0.04835288282396133,-0.07502456392929391,0.03234026464707098,BEAR,0.01631385048549583,0.04318221345940465,-0.3509378618410143,False,RESEARCH_WHY_REQUIRED
APTV,Aptiv,Automotive Parts & Equipment,US,DISCOVERY,1521332,43.619998931884766,0.006460516343125944,-0.04530531313288677,-0.10834013563853762,-0.28980787638740835,44.20800018310547,45.641499519348145,52.38933308919271,-0.0046897217925613785,-0.006750383103336222,-0.04429084514645343,-0.11485389585256933,-0.509501869085836,2026-09-17,1,0.9007688201178555,0.03334806832128717,0.29909693741465637,0.10088940837225861,-0.1140637413167287,-1.0901669347989453,-0.32118537804296604,BEAR,-0.05159954586123783,-0.0999402422710971,-0.32936723981066196,False,RESEARCH_WHY_REQUIRED
ACGL,Arch Capital Group,Property & Casualty Insurance,US,DISCOVERY,947484,96.69999694824219,-0.002784410323419584,0.005197505362385835,-0.01857304225846801,0.031906924479577325,96.94999847412109,98.21599922180175,99.42116622924804,-0.0007550905826637458,0.0012831355050600432,-0.015435390217188205,-0.04804100014615875,-0.0970211947422791,2026-09-17,1,0.9545676538640926,0.01864381077775486,0.11057410837518358,0.051665783776871886,-0.05368796062828074,-0.21295853573101312,-0.03974966481518937,BEAR,-0.0010967273659652221,-0.010173148891027495,-0.007652438943676287,False,RESEARCH_WHY_REQUIRED
ADM,Archer Daniels Midland,Agricultural Products & Services,US,DISCOVERY,7084,88.08999633789062,0.03635289809283093,0.013577178990451522,0.09076267964054185,0.1688962944912773,86.5720001220703,83.55400047302246,81.18620096842447,0.0038425657956116096,0.0008698269968639126,0.05428819493008863,-0.007436660981514076,-0.007436660981514076,2026-09-17,1,0.9344025691987848,0.031161072568965706,0.3149978541286139,0.08137693184965777,-0.043329172807380134,0.6655725363743338,0.3513286710606521,STRONG_UP,0.007282946262100465,0.09916257300798237,0.12933693106802369,False,RESEARCH_WHY_REQUIRED
ARES,Ares Management,Asset Management & Custody Banks,US,DISCOVERY,1176948,125.31999969482422,0.008936483524137895,-0.030511261005500168,-0.11499429857370591,0.04855377466625033,127.53762512207031,135.62710037231446,129.07362480163573,-0.003911261356560363,0.0012009235686444022,-0.07599587876756098,-0.12977172745437004,-0.3015595918802072,2026-09-17,1,0.8451528961765745,0.03490947573109684,0.4381268760993842,0.07207984998148083,-0.1232619070160037,-1.0994734750519584,-0.6989761051983613,BEAR,-0.036805493733851224,-0.1065944052062654,0.008994411242996714,False,RESEARCH_WHY_REQUIRED
AJG,Arthur J. Gallagher & Co.,Insurance Brokers,US,DISCOVERY,354190,241.41000366210938,-0.0097218604030479,-0.007808942976240907,-0.05979800424120729,0.12176762439576927,245.37000122070313,256.6025199890137,250.89950637817384,-0.0008936815056786193,0.0030456252626813655,-0.05920641904668267,-0.11266903117690175,-0.22101673994613436,2026-09-17,1,0.6913721387654641,0.02976742961705835,0.16266165326022294,0.10125062121964336,-0.11407725976614669,-0.6400685833321678,-0.09606698817616265,BEAR,-0.014103175704591964,-0.05139811087376678,0.08220826097251566,False,RESEARCH_WHY_REQUIRED
AIZ,Assurant,Multi-line Insurance,US,DISCOVERY,1267238,283.80999755859375,0.0008816476306687804,0.010107827617012344,0.02291343175494398,0.0730758619702907,283.8419921875,283.7101516723633,279.6527801513672,0.00027410548664226193,0.0017931247231163141,0.00035192919831006364,-0.01693804794483622,-0.06334464789811145,2026-09-17,1,1.3800767879015283,0.016597911912070096,0.1398402221128783,0.04209425870595037,-0.025268462095821898,0.08065828269393813,0.07612010484286548,STRONG_UP,0.003813594888661287,0.031313325122384494,0.03351649854703709,False,RESEARCH_WHY_REQUIRED
T,AT&T,Integrated Telecommunication Services,US,DISCOVERY,732717,25.389999389648438,-0.01817483409165066,-0.006262225134630484,0.010748349577813121,0.12801258470047783,26.107999801635742,25.788000106811523,23.75126705169678,0.0026499971737512814,0.002081549300904136,-0.015433562723538241,-0.05718532855832781,-0.11687298229852949,2026-09-17,1,1.116916797645035,0.024137753480017923,0.04333844102604923,0.06738387095366274,-0.049775447525604144,-0.013241339158054949,0.006912881490968945,PULLBACK,-0.01255645786298154,0.019148242945253635,0.08845322127722421,False,RESEARCH_WHY_REQUIRED
