driver_id,driver_label,global_theme,ticker,name,region,benchmark,peer_role,price,ret_5d,ret_20d,ret_60d,ma20,ma60,above_ma20,above_ma60,rs_20d_vs_local_benchmark,trend
AI_NETWORKING_UPGRADE,800G/1.6T AI networking upgrade,AI_Networking,COHR,Coherent,US,SPY,RELATED_PEER,271.1700134277344,-0.10172913395506111,-0.22791978678533786,-0.3039248188270979,285.6190017700195,311.73250172932944,False,False,-0.20814424405729137,DOWN
AI_NETWORKING_UPGRADE,800G/1.6T AI networking upgrade,AI_Networking,LITE,Lumentum,US,SPY,RELATED_PEER,838.9600219726562,-0.14263665070993792,-0.13411084649315275,-0.012988209443933862,891.9977569580078,829.1665842692057,False,True,-0.11433530376510626,MIXED
AI_NETWORKING_UPGRADE,800G/1.6T AI networking upgrade,AI_Networking,CIEN,Ciena,US,SPY,RELATED_PEER,334.3299865722656,-0.020393277852844505,-0.24900042213767282,-0.21925649054409047,364.41600189208987,402.04533335367836,False,False,-0.22922487940962633,DOWN
AI_SERVER_SHIPMENTS,AI server shipment / ODM cycle,AI_Server,DELL,Dell,US,SPY,DIRECT_PEER,543.510009765625,0.018037770275600273,0.13276091063369777,0.3272527711004274,484.7320022583008,448.05749969482423,True,True,0.15253645336174426,UP
AI_SERVER_SHIPMENTS,AI server shipment / ODM cycle,AI_Server,HPE,HPE,US,SPY,DIRECT_PEER,55.880001068115234,-0.002677096456355166,-0.03002950050178399,0.17865431866618042,54.394500160217284,50.61100025177002,True,True,-0.010253957773737499,UP
AI_SERVER_SHIPMENTS,AI server shipment / ODM cycle,AI_Server,SMCI,Super Micro Computer,US,SPY,DIRECT_PEER,35.63999938964844,-0.11475407661439829,-0.068965503496208,0.16242660035944745,37.5894998550415,32.4548331896464,False,True,-0.04918996076816151,MIXED
AI_SERVER_RACK_BUILD,AI rack / server system buildout,AI_Server,DELL,Dell,US,SPY,RELATED_PEER,543.510009765625,0.018037770275600273,0.13276091063369777,0.3272527711004274,484.7320022583008,448.05749969482423,True,True,0.15253645336174426,UP
AI_SERVER_RACK_BUILD,AI rack / server system buildout,AI_Server,HPE,HPE,US,SPY,RELATED_PEER,55.880001068115234,-0.002677096456355166,-0.03002950050178399,0.17865431866618042,54.394500160217284,50.61100025177002,True,True,-0.010253957773737499,UP
AI_SERVER_RACK_BUILD,AI rack / server system buildout,AI_Server,SMCI,Super Micro Computer,US,SPY,DIRECT_PEER,35.63999938964844,-0.11475407661439829,-0.068965503496208,0.16242660035944745,37.5894998550415,32.4548331896464,False,True,-0.04918996076816151,MIXED
AI_SERVER_THERMAL_DENSITY,AI server thermal density / liquid cooling,AI_Infrastructure,VRT,Vertiv,US,SPY,DIRECT_PEER,234.61000061035156,-0.19330876648768291,-0.19772250970691307,-0.2955712078987064,260.63350067138674,283.0678332010905,False,False,-0.17794696697886658,DOWN
AI_SERVER_THERMAL_DENSITY,AI server thermal density / liquid cooling,AI_Infrastructure,NVT,nVent Electric,US,SPY,RELATED_PEER,146.8000030517578,-0.09700438925988542,-0.1716043254329932,-0.17071517620228904,153.91600036621094,158.1443333943685,False,False,-0.1518287827049467,DOWN
AI_SERVER_THERMAL_DENSITY,AI server thermal density / liquid cooling,AI_Infrastructure,ETN,Eaton,US,SPY,RELATED_PEER,392.3999938964844,-0.07042856618207338,-0.13833992280272267,-0.06963509941963997,409.7730026245117,414.81783396402994,False,False,-0.11856438007467618,DOWN
DATACENTER_COOLING_INFRA,Data-center cooling infrastructure capex,AI_Infrastructure,VRT,Vertiv,US,SPY,DIRECT_PEER,234.61000061035156,-0.19330876648768291,-0.19772250970691307,-0.2955712078987064,260.63350067138674,283.0678332010905,False,False,-0.17794696697886658,DOWN
