contract,strategy_version,ticker,name,global_theme,driver_id,global_alignment_score,score_is_probability,reaction_state,entry_style,current_action,current_price,price_as_of_utc,signal_as_of_utc,price_basis,currency,instrument_type,is_closed_bar,atr14,atr_pct,ma20,ma60,rs20,rs60,keynes_v2,avg_turnover20_twd,volume_ratio20_prior_median,global_confirmation,entry_structure_valid,entry_executable,entry_status,trigger_price,buy_zone_low,buy_zone_high,invalidation_price,reference_pivot,base_start,base_end,base_high,base_low,support_zone,recovery_trigger,close_confirmation_required,blockers,why_now,why_not_now,deployment_mode,auto_trade_allowed,entry_driver_matches_alignment_driver,risk_v2_pass,risk_v2_blockers,risk_policy_version,risk_v2_contract,buy_now_blocker
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,2617.TW,台航,Shipping,DRY_BULK_FREIGHT,0.8456,False,PERSISTENT,CONTINUATION_BASE,PREPARE,33.45000076293945,2026-09-10T00:00:00,2026-09-10T13:27:22.464927+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,1.0964290073939733,0.03277814596072444,31.39000024795532,30.047500133514404,0.1414892847935804,0.1412156232729871,0.9337684294681876,83567164.2449294,1.3906666797334624,"{'status': 'FAIL', 'driver_id': 'DRY_BULK_FREIGHT', 'basket': 'Shipping', 'breadth_n': 4, 'breadth_eligible': True, 'global_trend_score': 1.0, 'international_breadth_score': 0.9125, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE;LIQUIDITY_BELOW_POLICY,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,3324.TWO,雙鴻,AI_Server,AI_SERVER_THERMAL_DENSITY,0.8363,False,EXTENDED,NONE,DONT_CHASE,1440.0,2026-09-10T00:00:00,2026-09-10T13:27:22.482974+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,92.57142857142857,0.06428571428571428,1189.95,1038.45,0.3713352420272409,0.3624581879494852,0.6568058193611602,4181892215.4,0.34672087128255574,"{'status': 'FAIL', 'driver_id': 'AI_SERVER_THERMAL_DENSITY', 'basket': 'AI_Server', 'breadth_n': 3, 'breadth_eligible': True, 'global_trend_score': 1.0, 'international_breadth_score': 0.7667, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE;PRICE_EXTENDED;NO_ENTRY_STYLE_FOR_CURRENT_REACTION,,COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE;PRICE_EXTENDED;NO_ENTRY_STYLE_FOR_CURRENT_REACTION,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,2606.TW,裕民,Shipping,DRY_BULK_FREIGHT,0.8361,False,PERSISTENT,CONTINUATION_BASE,PREPARE,78.4000015258789,2026-09-10T00:00:00,2026-09-10T13:27:22.499759+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,4.085714612688337,0.052113705780218525,74.08999977111816,66.57166652679443,0.1769774823825112,0.2584465975167396,0.4795571854072131,805647828.2274704,0.9497139786606767,"{'status': 'FAIL', 'driver_id': 'DRY_BULK_FREIGHT', 'basket': 'Shipping', 'breadth_n': 4, 'breadth_eligible': True, 'global_trend_score': 1.0, 'international_breadth_score': 0.9125, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,2615.TW,萬海,Shipping,CONTAINER_FREIGHT,0.8337,False,PULLBACK,PULLBACK_RECOVERY,PREPARE,110.5,2026-09-10T00:00:00,2026-09-10T13:27:22.516957+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,7.178571428571429,0.0649644473173885,112.73499984741211,92.38666648864746,0.2428880370582968,0.3821033140110597,0.3888435129587961,5028052120.397793,1.0587709519814787,"{'status': 'FAIL', 'driver_id': 'CONTAINER_FREIGHT', 'basket': 'Shipping', 'breadth_n': 4, 'breadth_eligible': True, 'global_trend_score': 1.0, 'international_breadth_score': 0.9125, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,2637.TW,慧洋-KY,Shipping,DRY_BULK_FREIGHT,0.8299,False,PERSISTENT,CONTINUATION_BASE,PREPARE,100.5,2026-09-10T00:00:00,2026-09-10T13:27:22.534095+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,6.142857142857143,0.06112295664534471,95.21499938964844,85.39333330790201,0.1596084012408825,0.257191881126378,0.455503756746963,775090860.3352569,0.9237647128071089,"{'status': 'FAIL', 'driver_id': 'DRY_BULK_FREIGHT', 'basket': 'Shipping', 'breadth_n': 4, 'breadth_eligible': True, 'global_trend_score': 1.0, 'international_breadth_score': 0.9125, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,3017.TW,奇鋐,AI_Server,AI_SERVER_THERMAL_DENSITY,0.8201,False,PERSISTENT,CONTINUATION_BASE,PREPARE,3460.0,2026-09-10T00:00:00,2026-09-10T13:27:22.551078+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,196.42857142857142,0.05677126341866226,3229.25,2718.1666666666665,0.0676952526898055,0.4438805256679414,0.0729488045703983,11550398222.5,0.791784215032781,"{'status': 'FAIL', 'driver_id': 'AI_SERVER_THERMAL_DENSITY', 'basket': 'AI_Server', 'breadth_n': 3, 'breadth_eligible': True, 'global_trend_score': 1.0, 'international_breadth_score': 0.7667, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,3693.TWO,營邦,AI_Server,AI_SERVER_RACK_BUILD,0.8197,False,PERSISTENT,CONTINUATION_BASE,PREPARE,691.0,2026-09-10T00:00:00,2026-09-10T13:27:22.568400+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,37.357142857142854,0.054062435393839155,591.65,525.0666666666667,0.2501171050918824,0.3802893451554028,1.1541928579370844,986948991.0,1.6368119380687114,"{'status': 'FAIL', 'driver_id': 'AI_SERVER_RACK_BUILD', 'basket': 'AI_Server', 'breadth_n': 3, 'breadth_eligible': True, 'global_trend_score': 1.0, 'international_breadth_score': 0.7667, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,2605.TW,新興,Shipping,DRY_BULK_FREIGHT,0.8069,False,PERSISTENT,CONTINUATION_BASE,PREPARE,36.25,2026-09-10T00:00:00,2026-09-10T13:27:22.585281+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,1.5178571428571428,0.04187192118226601,35.57749977111816,32.58583319981893,0.1023219423819625,0.1546854806542488,0.2850021568581569,721560271.0629408,2.558158739816315,"{'status': 'FAIL', 'driver_id': 'DRY_BULK_FREIGHT', 'basket': 'Shipping', 'breadth_n': 4, 'breadth_eligible': True, 'global_trend_score': 1.0, 'international_breadth_score': 0.9125, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,2609.TW,陽明,Shipping,CONTAINER_FREIGHT,0.7981,False,PULLBACK,PULLBACK_RECOVERY,PREPARE,58.0,2026-09-10T00:00:00,2026-09-10T13:27:22.602356+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,2.864286150251116,0.04938424396984682,58.40499973297119,53.448333168029784,0.1084355299636281,0.1598461269935887,0.1690245216548335,5293071858.988703,0.7905415121155692,"{'status': 'FAIL', 'driver_id': 'CONTAINER_FREIGHT', 'basket': 'Shipping', 'breadth_n': 4, 'breadth_eligible': True, 'global_trend_score': 1.0, 'international_breadth_score': 0.9125, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,6669.TW,緯穎,AI_Server,AI_SERVER_SHIPMENTS,0.7935,False,PERSISTENT,CONTINUATION_BASE,PREPARE,2345.0,2026-09-10T00:00:00,2026-09-10T13:27:22.619383+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,145.06722586495536,0.06186235644560996,2313.265673828125,1945.909649658203,0.1323625581040988,0.4501463521229196,0.19240186478784,10348849144.86173,0.6887447678362166,"{'status': 'FAIL', 'driver_id': 'AI_SERVER_SHIPMENTS', 'basket': 'AI_Server', 'breadth_n': 3, 'breadth_eligible': True, 'global_trend_score': 1.0, 'international_breadth_score': 0.7667, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,2603.TW,長榮,Shipping,CONTAINER_FREIGHT,0.7675,False,PULLBACK,PULLBACK_RECOVERY,PREPARE,231.0,2026-09-10T00:00:00,2026-09-10T13:27:22.636306+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,7.892857142857143,0.03416821273964131,236.15,210.95,0.0519566482614788,0.1048885030516257,0.1089935030168383,4187296281.475,0.44024559392650603,"{'status': 'FAIL', 'driver_id': 'CONTAINER_FREIGHT', 'basket': 'Shipping', 'breadth_n': 4, 'breadth_eligible': True, 'global_trend_score': 1.0, 'international_breadth_score': 0.9125, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,8996.TW,高力,AI_Server,AI_SERVER_THERMAL_DENSITY,0.7466,False,PRE_CONFIRMATION,FRESH_BREAKOUT,PREPARE,1300.0,2026-09-10T00:00:00,2026-09-10T13:27:22.653335+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,105.71428571428571,0.08131868131868131,1218.5,1203.1166666666666,-0.0082959540478733,-0.0826668635193674,0.0006214772409489,5098203921.5,1.2415609834841652,"{'status': 'FAIL', 'driver_id': 'AI_SERVER_THERMAL_DENSITY', 'basket': 'AI_Server', 'breadth_n': 3, 'breadth_eligible': True, 'global_trend_score': 1.0, 'international_breadth_score': 0.7667, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,3006.TW,晶豪科,Memory,MEMORY_IC_CYCLE,0.7365,False,PERSISTENT,CONTINUATION_BASE,PREPARE,312.0,2026-09-10T00:00:00,2026-09-10T13:27:22.670365+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,20.035714285714285,0.06421703296703296,276.9,241.94166666666666,0.1043552185254783,0.3716145789386667,0.1301190180436031,4560305485.1,1.7740202927319413,"{'status': 'FAIL', 'driver_id': 'MEMORY_IC_CYCLE', 'basket': 'Memory', 'breadth_n': 3, 'breadth_eligible': True, 'global_trend_score': 0.7667, 'international_breadth_score': 0.7833, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,2303.TW,聯電,Foundry,MATURE_NODE_FOUNDRY_UTILIZATION,0.7125,False,CONFIRMING,FRESH_BREAKOUT,AVOID,142.5,2026-09-10T00:00:00,2026-09-10T13:27:22.687259+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,7.5,0.05263157894736842,126.8,137.80833333333334,0.124609207454166,0.0032388188815006,0.1748233153769723,21457131326.95,1.4602192688836333,"{'status': 'FAIL', 'driver_id': 'MATURE_NODE_FOUNDRY_UTILIZATION', 'basket': 'Semiconductor', 'breadth_n': 4, 'breadth_eligible': True, 'global_trend_score': 0.7249, 'international_breadth_score': 0.8, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,2382.TW,廣達,AI_Server,AI_SERVER_SHIPMENTS,0.689,False,UNKNOWN,NONE,PREPARE,336.0,2026-09-10T00:00:00,2026-09-10T13:27:22.704196+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,9.892857142857142,0.029443027210884352,333.525,339.55,0.0138770480473078,-0.0582273324132592,0.0356004511927544,5364809917.5,0.9959593726143726,"{'status': 'FAIL', 'driver_id': 'AI_SERVER_SHIPMENTS', 'basket': 'AI_Server', 'breadth_n': 3, 'breadth_eligible': True, 'global_trend_score': 1.0, 'international_breadth_score': 0.7667, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE;NO_ENTRY_STYLE_FOR_CURRENT_REACTION,,CAUSAL_DRIVER_NOT_ACTIVE;COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE;NO_ENTRY_STYLE_FOR_CURRENT_REACTION,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,1609.TW,大亞,Copper,COPPER_COMMODITY_TRADE_INVENTORY,0.678,False,PRE_CONFIRMATION,FRESH_BREAKOUT,AVOID,37.75,2026-09-10T00:00:00,2026-09-10T13:27:22.719406+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,0.7714287894112724,0.020435199719503902,37.45999965667725,37.426666514078775,-0.019969105798846,-0.0062505072503662,0.0,115728569.70239735,1.1943815679721477,"{'status': 'FAIL', 'driver_id': 'COPPER_COMMODITY_TRADE_INVENTORY', 'basket': 'Copper', 'breadth_n': 3, 'breadth_eligible': True, 'global_trend_score': 0.9279, 'international_breadth_score': 0.8833, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,4967.TW,十銓,Memory,NAND_STORAGE_CYCLE,0.6762,False,PRE_CONFIRMATION,FRESH_BREAKOUT,AVOID,276.5,2026-09-10T00:00:00,2026-09-10T13:27:22.736360+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,9.392857142857142,0.03397055024541462,272.95,255.78333333333333,-0.0023314116268531,0.0132946153506738,0.0121707151677358,1276831816.55,0.5321631274592092,"{'status': 'FAIL', 'driver_id': 'NAND_STORAGE_CYCLE', 'basket': 'Memory', 'breadth_n': 3, 'breadth_eligible': True, 'global_trend_score': 0.7667, 'international_breadth_score': 0.7833, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,2408.TW,南亞科,Memory,DRAM_PRICING,0.6705,False,PRE_CONFIRMATION,FRESH_BREAKOUT,AVOID,515.0,2026-09-10T00:00:00,2026-09-10T13:27:22.753247+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,30.107142857142858,0.058460471567267684,516.225,460.71666666666664,-0.0180235805070172,0.1909634639262458,3.573932196518531e-05,38727689832.425,0.5172951097895057,"{'status': 'FAIL', 'driver_id': 'DRAM_PRICING', 'basket': 'Memory', 'breadth_n': 3, 'breadth_eligible': True, 'global_trend_score': 0.7667, 'international_breadth_score': 0.7833, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,1608.TW,華榮,Copper,COPPER_COMMODITY_TRADE_INVENTORY,0.6577,False,PRE_CONFIRMATION,FRESH_BREAKOUT,AVOID,36.45000076293945,2026-09-10T00:00:00,2026-09-10T13:27:22.770227+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,1.010714394705636,0.027728789397812034,36.662499618530276,34.263333320617676,-0.0294799340971416,0.1011017994538245,-0.0057486047124662,135111761.93406257,0.7685893312901672,"{'status': 'FAIL', 'driver_id': 'COPPER_COMMODITY_TRADE_INVENTORY', 'basket': 'Copper', 'breadth_n': 3, 'breadth_eligible': True, 'global_trend_score': 0.9279, 'international_breadth_score': 0.8833, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,CAUSAL_DRIVER_NOT_ACTIVE;COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,,CAUSAL_DRIVER_NOT_ACTIVE;COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
ALPHA_HUNTER_ENTRY_STRUCTURE_V2,ALPHA_HUNTER_ADVISORY_V2,6230.TW,尼得科超眾,AI_Server,AI_SERVER_THERMAL_DENSITY,0.6511,False,BROKEN,NONE,AVOID,107.5,2026-09-10T00:00:00,2026-09-10T13:27:22.787261+00:00,RAW_TRADEABLE_OHLC,TWD,TAIWAN_COMMON_STOCK,True,3.3214285714285716,0.03089700996677741,108.675,114.98333333333333,-0.0644135502432904,-0.2194524033337299,-0.051510537402978,3871097.625,0.4531361270884689,"{'status': 'FAIL', 'driver_id': 'AI_SERVER_THERMAL_DENSITY', 'basket': 'AI_Server', 'breadth_n': 3, 'breadth_eligible': True, 'global_trend_score': 1.0, 'international_breadth_score': 0.7667, 'score_is_probability': False}",False,False,WATCHLIST,,,,,,,,,,,,True,COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE;PRICE_STRUCTURE_BROKEN;NO_ENTRY_STYLE_FOR_CURRENT_REACTION,,COMPANY_EDGE_NOT_SOURCE_BACKED;GLOBAL_ALIGNMENT_NOT_ELIGIBLE;PRICE_STRUCTURE_BROKEN;NO_ENTRY_STYLE_FOR_CURRENT_REACTION,SHADOW_ADVISORY_ONLY,False,True,False,ENTRY_STRUCTURE_NOT_VALID;MAX_GROSS_EXPOSURE;LIQUIDITY_BELOW_POLICY,1.1,ALPHA_HUNTER_PORTFOLIO_RISK_V2,LIVE_EXECUTABLE_QUOTE_REQUIRED
