ticker,name,theme,region,benchmark,universe_layer,price,ret_1d,ret_5d,ret_20d,ret_60d,ma5,ma20,ma60,ma20_slope,ma60_slope,bias20,dist_20d_high,dist_52w_high,last_price_date,calendar_staleness_days,volume_ratio20,atr_pct14,er20,vol20,maxdd20,keynes_legacy,keynes_v2,trend,rs_5d_vs_bench,rs_20d_vs_bench,rs_60d_vs_bench,rs_5d_vs_local,rs_5d_vs_global,rs_20d_vs_local,rs_20d_vs_global,rs_60d_vs_local,rs_60d_vs_global,local_benchmark,global_benchmark,local_rs_status,global_rs_basis,acceleration,r_rs20,r_rs60,r_accel,r_slope,r_volume,r_high,r_quality,leader_score_v1,raw_leader_state
SPY,S&P 500,Market_US,US,SPY,CORE,764.2899780273438,0.008524287494320992,-0.011485190940016543,-0.01747059542623941,0.021229233707432238,764.1340087890625,766.8789947509765,755.4107686360677,-0.00032705921512933436,0.0004570215199806066,-0.003376043341066448,-0.018631240360884815,-0.019348983389559815,2026-09-11,1,1.2168948100823633,0.007325193235941466,0.18362462754942574,0.02462786094971299,-0.025775167978497215,-0.16717532275833674,-0.13026026031088578,PULLBACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.0071175420834566905,0.6359447004608295,0.5852534562211982,0.41013824884792627,0.576036866359447,0.847926267281106,0.9585253456221198,0.42857142857142855,0.618663594470046,NEUTRAL
1093.HK,CSPC Pharmaceutical,Biotech,HK,^HSI,CORE,8.710000038146973,-0.006841552620853508,-0.10067117596555708,0.0023015487605799745,0.28503489135886184,9.13600025177002,9.255250072479248,8.454811429977417,0.00391258650371028,0.004662078571716887,-0.05891251236458661,-0.14355949136619983,-0.22254120993520032,2026-09-11,1,0.898814280996291,0.04211087589299821,0.005154753202548963,0.13923275074417255,-0.10067117596555708,-0.12752545982242988,8.520923260520135e-05,PULLBACK,-0.06771953301668954,0.01469238418939256,0.2647376121391811,-0.06771953301668954,-0.08216721808009542,0.01469238418939256,0.00165134827503155,0.2647376121391811,0.19646312944914057,^HSI,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.10124656315570207,0.7050691244239631,0.9354838709677419,0.018433179723502304,0.8617511520737328,0.4930875576036866,0.41013824884792627,0.7327188940092166,0.6158986175115208,NEUTRAL
1177.HK,Sino Biopharmaceutical,Biotech,HK,^HSI,CORE,5.25,-0.04197080625418914,-0.051490488756808395,0.11378188300546199,0.16938232666345776,5.530999946594238,5.376616501808167,5.016879653930664,0.0059632907305122345,0.0027919251478922295,-0.02354947609999436,-0.10562178835545766,-0.41017999254359594,2026-09-11,1,0.7283522425540747,0.04517317632095173,0.18897443324437646,0.18138940084587013,-0.10179637494429083,0.6869546620808025,0.11853981960448536,PULLBACK,-0.01853884580794085,0.12617271843427458,0.14908504744377704,-0.01853884580794085,-0.04933773272850739,0.12617271843427458,0.10952578473878527,0.14908504744377704,0.11020584346000106,^HSI,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.07993595950817389,0.9354838709677419,0.7695852534562212,0.03686635944700461,0.9262672811059908,0.2488479262672811,0.1336405529953917,0.8986175115207373,0.6140552995391706,NEUTRAL
VT,Vanguard Total World ETF,Market_Global,US,SPY,CORE,159.94000244140625,0.008894238774784569,-0.01125118773018241,-0.01508711717131983,0.01599968904975335,160.20199890136718,160.6409996032715,158.06961619059246,-5.446338831197549e-05,0.0004871334069308859,-0.00436374999904432,-0.017024178957426472,-0.017024178957426472,2026-09-11,1,1.078419449741638,0.007239317961932376,0.15021400605297994,0.026736921042487306,-0.023769940420343527,-0.147372046665227,-0.08476280071640678,PULLBACK,0.0002340032098341327,0.00238347825491958,-0.005229544657678886,0.0002340032098341327,0.0002340032098341327,0.00238347825491958,0.00238347825491958,-0.005229544657678886,-0.005229544657678886,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.007479408437352453,0.6589861751152074,0.5483870967741935,0.4009216589861751,0.6036866359447005,0.7511520737327189,0.9631336405529954,0.47465437788018433,0.6138248847926269,NEUTRAL
FCX,Freeport-McMoRan,Copper,US,SPY,CORE,71.06999969482422,-0.001966007463114372,-0.020534701128763544,0.06344452712253679,0.015573722057319994,73.57200164794922,73.6150001525879,66.83605035146077,0.003512464076912892,0.002283967944206793,-0.03457176461982536,-0.11428213376219198,-0.11428213376219198,2026-09-11,1,0.7238230511292334,0.044573751266524124,0.11228802729123685,0.151178243303869,-0.11062449708629896,0.3840624131878315,0.04712358496384715,PULLBACK,-0.009049510188747,0.0809151225487762,-0.005655511650112244,-0.009049510188747,-0.009049510188747,0.0809151225487762,0.0809151225487762,-0.005655511650112244,-0.005655511650112244,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.03639583290939774,0.8617511520737328,0.543778801843318,0.1889400921658986,0.8341013824884793,0.24423963133640553,0.663594470046083,0.8571428571428571,0.6124423963133642,NEUTRAL
VRTX,Vertex,Biotech,US,SPY,CORE,515.4400024414062,0.0017102085023861235,-0.0762062116581782,-0.0019363333499973212,0.13740977374620988,525.2280029296875,537.9925018310547,505.3240005493164,0.003438143182100649,0.0035407752429204254,-0.041919728087085106,-0.07998214646781576,-0.07998214646781576,2026-09-11,1,0.8557283954237346,0.021512825311394614,0.006470820092717879,0.08325229628435488,-0.07778339433822268,-0.1366723934235225,-0.00015050233214668716,PULLBACK,-0.06472102071816166,0.015534262076242089,0.11618054003877765,-0.06472102071816166,-0.06472102071816166,0.015534262076242089,0.015534262076242089,0.11618054003877765,0.11618054003877765,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.07572212832067887,0.7096774193548387,0.7373271889400922,0.04608294930875576,0.8294930875576036,0.4423963133640553,0.7926267281105991,0.7188940092165899,0.6101382488479262,NEUTRAL
JPM,JPMorgan,Financials,US,SPY,CORE,356.2300109863281,0.007551797279588657,-0.01610226650714741,-0.018947356566284435,0.08061481931392622,355.3300048828125,356.7380004882813,348.0547231038411,-0.00038982415948778944,0.0024985855230285872,-0.00142398483272832,-0.02642793952298328,-0.028021798127344844,2026-09-11,1,0.9626506782205363,0.015742226392495028,0.13623719847254898,0.040819911332525625,-0.03220925590373369,-0.25092827114007643,-0.06323714806784057,PULLBACK,-0.004617075567130868,-0.0014767611400450242,0.059385585606493985,-0.004617075567130868,-0.004617075567130868,-0.0014767611400450242,-0.0014767611400450242,0.059385585606493985,0.059385585606493985,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.011365427365576303,0.631336405529954,0.6820276497695853,0.3548387096774194,0.5622119815668203,0.6082949308755761,0.9400921658986175,0.5023041474654378,0.6087557603686635,WEAKENING
COPX,Copper Miners ETF,Copper,US,SPY,CORE,88.52999877929688,-0.0009028532953800905,-0.029808232555650682,0.035196471636841586,-0.01068223751581221,91.48999938964843,91.46849899291992,83.44560966491699,0.0025120279178662535,0.0013704428019214573,-0.03212581649394397,-0.09283735934598125,-0.11160270809682549,2026-09-11,1,0.9214005384827952,0.0334511239343827,0.0806755341653353,0.12339116439939549,-0.0821150691502397,0.16693834364890875,0.023012135138350143,PULLBACK,-0.01832304161563414,0.052667067063081,-0.03191147122324445,-0.01832304161563414,-0.01832304161563414,0.052667067063081,0.052667067063081,-0.03191147122324445,-0.03191147122324445,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.03860735046486108,0.8018433179723502,0.4792626728110599,0.15207373271889402,0.8064516129032258,0.5299539170506913,0.6728110599078341,0.8387096774193549,0.6039170506912442,NEUTRAL
CEG,Constellation Energy,Nuclear_Power,US,SPY,CORE,284.75,-0.004266186017747975,-0.0010524041600262768,0.02349880907746882,0.06413331136035372,292.52699584960936,281.4987197875977,268.18929723103844,0.0035972783387176323,0.0008402681409593928,0.011549893423513868,-0.06883580324803651,-0.3061745155058121,2026-09-11,1,0.6971219142371796,0.03254609183925436,0.0699584741367937,0.09711169374883098,-0.054017136887368644,0.08102538944479065,0.01692835088782853,STRONG_UP,0.010432786779990266,0.04096940450370823,0.04290407765292148,0.010432786779990266,0.010432786779990266,0.04096940450370823,0.04096940450370823,0.04290407765292148,0.04290407765292148,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.006927106429393481,0.7695852534562212,0.663594470046083,0.41935483870967744,0.847926267281106,0.20276497695852536,0.28110599078341014,0.8202764976958525,0.603225806451613,NEUTRAL
MRVL,Marvell Technology,AI_Networking,US,SPY,CORE,236.10000610351562,0.0402714095843828,0.13058470542236833,0.0626519663633589,-0.15255235202794726,229.4060028076172,227.74550018310546,228.34547856648763,0.0015844702293495141,-0.0018997774071717439,0.03668351696825267,-0.07266299904359874,-0.2841086246223219,2026-09-11,1,0.7145757425010419,0.05609003119248352,0.0741609738181266,0.22997993053484933,-0.17740328972472108,0.21509818135334358,0.020203201324226594,REBOUND,0.14206989636238487,0.08012256178959831,-0.1737815857353795,0.14206989636238487,0.14206989636238487,0.08012256178959831,0.08012256178959831,-0.1737815857353795,-0.1737815857353795,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.1149217138315286,0.8571428571428571,0.14746543778801843,0.9723502304147466,0.728110599078341,0.2350230414746544,0.33640552995391704,0.8248847926267281,0.602073732718894,EMERGING
PRY.MI,Prysmian,Power_Grid,EU,^STOXX,CORE,127.25,0.029530757046434264,0.06218695123925433,-0.025650887802105893,-0.1387478849407784,125.70999908447266,123.22249984741211,129.7900005340576,-0.0011511511599051857,-0.003153901202946416,0.03268477881535592,-0.038534233988071986,-0.19077901430842603,2026-09-11,1,1.485160287151091,0.03561604789157881,0.061411640312280594,0.11946525661362872,-0.10644795309258559,-0.3512936246632906,-0.01318595163184779,BEAR,0.07759289851412998,0.004899465554457416,-0.14182407053960855,0.07759289851412998,0.07367214217927087,0.004899465554457416,-0.008180292375866483,-0.14182407053960855,-0.1517383236080223,^STOXX,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.0685996731897808,0.6682027649769585,0.21658986175115208,0.9124423963133641,0.47465437788018433,0.9400921658986175,0.4792626728110599,0.6497695852534562,0.6016129032258065,EMERGING
SNDK,SanDisk,Memory,US,SPY,CORE,1633.3499755859375,-0.0349996109102918,0.05039259792260897,0.0688693819444961,-0.17985994047850362,1713.6199951171875,1602.1279907226562,1616.1828247070312,0.011454390161043633,-0.0012972207674005617,0.019487821849488052,-0.10647761513370313,-0.30625340317046124,2026-09-11,1,0.7466632984210949,0.062069532370800574,0.09271755220138665,0.22468379324829676,-0.17129583358240186,0.27761170962837,0.028419497566785263,REBOUND,0.061877788862625516,0.08633997737073551,-0.20108917418593586,0.061877788862625516,0.061877788862625516,0.08633997737073551,0.08633997737073551,-0.20108917418593586,-0.20108917418593586,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.03317525243648495,0.8847926267281107,0.1336405529953917,0.7741935483870968,0.9861751152073732,0.2626728110599078,0.2764976958525346,0.8433179723502304,0.6009216589861751,EMERGING
4503.T,Astellas Pharma,Biotech,JP,^N225,CORE,2240.5,0.0060619667714414405,-0.048821906177032526,-0.04922554636112875,0.05064478311840559,2257.6,2348.75,2246.3333333333335,0.0006400416416042955,0.0015360275216646968,-0.04608834486428948,-0.08737270875763747,-0.1753772543246227,2026-09-11,1,1.1588670735281001,0.020499250804986133,0.18619582664526485,0.0728063428814024,-0.07994216071059701,-0.4570274524044692,-0.12589001087041865,BEAR,-0.033294576971015344,0.019209866104935802,0.13491832447437058,-0.033294576971015344,-0.06153921948613161,0.019209866104935802,-0.019908566764952895,0.13491832447437058,0.013920537572852165,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.03651551958675034,0.728110599078341,0.7557603686635944,0.17511520737327188,0.6589861751152074,0.8018433179723502,0.5023041474654378,0.4377880184331797,0.5995391705069124,NEUTRAL
EWU,United Kingdom ETF,Market_EU,US,SPY,CORE,47.939998626708984,0.008626127875910994,-0.015201349092598848,-0.0066307440106444515,0.03074608378374677,48.04799957275391,48.44299964904785,47.516499837239586,-0.00016223360906762483,0.0008645113062001267,-0.010383358297027967,-0.02935818548002156,-0.02935818548002156,2026-09-11,1,0.7652472592600397,0.00838847496690388,0.0689654605425421,0.027239350302655608,-0.037659458055012585,-0.08476332905661076,-0.01678793030497556,PULLBACK,-0.003716158152582305,0.010839851415594959,0.009516850076314531,-0.003716158152582305,-0.003716158152582305,0.010839851415594959,0.010839851415594959,0.009516850076314531,0.009516850076314531,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.013543663089937735,0.695852534562212,0.5990783410138248,0.34101382488479265,0.5898617511520737,0.28110599078341014,0.9354838709677419,0.6451612903225806,0.5900921658986176,NEUTRAL
5801.T,Furukawa Electric,AI_Networking,JP,^N225,CORE,3981.0,-0.010685884691848946,0.03563995837669087,-0.01873305398077396,-0.16083473861720066,3928.0,3918.35,3907.2833333333333,-0.0007987754828019486,-0.004333843329975442,0.015988872867406023,-0.14054404145077726,-0.3621214548950489,2026-09-11,1,0.9014268191731105,0.06464635590483367,0.020959735245449532,0.26931122573029836,-0.1728479853479854,-0.44342182437326744,-0.0014579409035438637,STRONG_UP,0.051167287582708054,0.04970235848529059,-0.07656119726123567,0.051167287582708054,0.11333960555391076,0.04970235848529059,-0.014151880856903332,-0.07656119726123567,-0.08721171574280662,^N225,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.04032322187188436,0.7972350230414746,0.35023041474654376,0.815668202764977,0.5207373271889401,0.4976958525345622,0.2119815668202765,0.7004608294930875,0.5847926267281105,EMERGING
CHKP,Check Point,Cybersecurity,US,SPY,CORE,131.63999938964844,0.008658378134812628,-0.0419911514350102,-0.01929521284607516,0.07937028843753247,133.43199768066407,132.73600120544432,131.3106669108073,0.0027062344889858037,0.00017745783556040912,-0.00825700492588688,-0.0711916788404311,-0.3751068209379034,2026-09-11,1,1.673451528393954,0.03597473397673556,0.05502432749683041,0.10000996037556421,-0.060470872750863824,-0.2265368546478778,-0.010616003713795083,PULLBACK,-0.030505960494993656,-0.00182461741983575,0.05814105473010023,-0.030505960494993656,-0.030505960494993656,-0.00182461741983575,-0.00182461741983575,0.05814105473010023,0.05814105473010023,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.03716734822349141,0.6267281105990783,0.6728110599078341,0.16589861751152074,0.8110599078341014,0.9769585253456221,0.1935483870967742,0.6589861751152074,0.5801843317972349,WEAKENING
2359.HK,WuXi AppTec,Biotech,HK,^HSI,CORE,188.8000030517578,-0.011518308629540286,-0.012035599049180279,-0.04078866336148568,0.5457004683061808,192.0199981689453,196.95554962158204,173.0216946919759,-7.161884387005924e-05,0.0073506171867992395,-0.0414080567188575,-0.11278195326981577,-0.11278195326981577,2026-09-11,1,0.5823807795850174,0.03340648338501359,0.1247190752886523,0.09017345299999023,-0.08615683700821986,-0.6085001304523847,-0.056414878297997274,PULLBACK,0.020916043899687264,-0.028397827932673092,0.5254031890865001,0.020916043899687264,-0.006204683932353849,-0.028397827932673092,-0.0506971259897917,0.5254031890865001,0.49722561740052407,^HSI,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.0018384332088088595,0.4700460829493088,0.9861751152073732,0.4838709677419355,0.5990783410138248,0.08755760368663594,0.6682027649769585,0.5345622119815668,0.5762672811059908,WEAKENING
BNTX,BioNTech,Biotech,EU,SPY,CORE,96.7300033569336,0.003423255454680696,-0.05977832485099577,0.05004342675752471,0.08078216041266595,98.73600158691406,103.74249992370605,95.99041684468587,0.004101415145640091,0.0028245542914039252,-0.06759521480521058,-0.19612730088092145,-0.21991932776666456,2026-09-11,1,0.6750374446937569,0.03881276164387976,0.07556138128909111,0.2579133026591013,-0.17302906598395462,0.2993563230070081,0.014661323829566307,PULLBACK,-0.048293133910979225,0.06751402218376412,0.05955292670523371,-0.048293133910979225,-0.048293133910979225,0.06751402218376412,0.06751402218376412,0.05955292670523371,0.05955292670523371,SPY,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,-0.07228918154037695,0.815668202764977,0.6866359447004609,0.059907834101382486,0.8663594470046083,0.16589861751152074,0.41935483870967744,0.8064516129032258,0.5760368663594471,NEUTRAL
373220.KS,LG Energy Solution,EV,KR,^KS11,CORE,360000.0,-0.013698630136986356,0.004184100418409997,-0.015047879616963078,-0.13461538461538458,361400.0,360300.0,349241.6666666667,0.0014554299373372422,-0.0024750517519556456,-0.0008326394671107629,-0.06976744186046513,-0.31688804554079697,2026-09-11,1,0.9456483107274085,0.04831349206349206,0.026004728132387706,0.1629728213313022,-0.0806878306878307,-0.29969789142511044,-0.0024011121315285423,PULLBACK,-0.029118307702970192,-0.029221591000020863,0.08585811637866825,-0.029118307702970192,-0.003562688676946535,-0.029221591000020863,0.014799140497496754,0.08585811637866825,-0.13304207924957778,^KS11,SPY,AVAILABLE,LOCAL_CURRENCY_ASSET_VS_USD_BENCHMARK_NOT_FX_HEDGED,0.007946070322650767,0.46543778801843316,0.7004608294930875,0.6036866359447005,0.7142857142857143,0.5806451612903226,0.2672811059907834,0.6912442396313364,0.5723502304147466,NEUTRAL
