code,ticker,name,industry,exchange,market,listed_date,cfi_code,benchmark,theme,region,source,price,ret_1d,ret_5d,ret_20d,ret_60d,ma5,ma20,ma60,ma20_slope,ma60_slope,bias20,dist_20d_high,dist_52w_high,last_price_date,calendar_staleness_days,volume_ratio20,atr_pct14,er20,vol20,maxdd20,keynes_legacy,keynes_v2,trend,rs_5d_vs_bench,rs_20d_vs_bench,rs_60d_vs_bench,avg_turnover20_twd,median_turnover20_twd,liquidity_capacity_2pct_2d_twd,acceleration,r_rs20,r_rs60,r_accel,r_slope,r_volume,r_high,r_quality,leader_score_v1,r_turnover,rs_acceleration,r_rs_accel,extension_quality,r_extension,taiwan_candidate_score_v1,taiwan_early_score_v2,taiwan_early_score_v3,trend_stage,reaction_state,extension_risk,shadow_reason,shadow_priority_score
3022,3022.TW,威強電,電腦及週邊設備業,TWSE,上市,2002/08/26,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN,86.0,0.009389707516583634,0.003500619165004215,-0.06420023316558354,0.07773613105247001,84.9999984741211,89.43499984741212,88.11336860656738,-0.0060158278073563455,0.0020403046696301163,-0.03840778054757843,-0.1277890331552909,-0.23402094751697988,2026-09-16,1,0.3120118328655979,0.041943527931390806,0.13501141527997682,0.1523126218370014,-0.13242965980776944,-0.6724791000750701,-0.05690772200261787,BEAR,0.019956011720850264,-0.08637276804967675,0.10928790670873367,160997539.06725845,121128321.0,4845132.84,0.0195506774564001,0.14408929477422627,0.8498224251648909,0.8924403855910705,0.04667681380010147,0.1579481970543423,0.5794013191273465,0.3541666666666667,0.45367216623004103,0.806697108066971,0.04154920373326945,0.8249619482496194,0.8079610972621079,0.31861998985286655,0.4154206441600258,0.491601833911421,0.5379980160524662,EARLY,PRE_CONFIRMATION,NORMAL,PRIMARY_CAP_OR_PRIORITY,0.5379980160524662
6115,6115.TW,鎰勝,電子零組件業,TWSE,上市,2004/07/19,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN,43.79999923706055,0.0,-0.004545471884987551,-0.024498936557593498,-0.03922893020429474,43.83999938964844,44.05499954223633,45.006445248921715,-0.0013030959347255656,-0.0006573280992646915,-0.005788226258663598,-0.026666683620876763,-0.0718299191819094,2026-09-16,1,0.7483773308523793,0.011170891983112462,0.3548400593124919,0.023382442246541714,-0.027839642706460554,-0.2538528190019005,-0.3717834095142558,BEAR,0.02704224932276056,-0.026797582199653003,0.004513066711676728,8841552.383848762,7444793.893146515,297791.7557258606,0.0015792622544108237,0.44038559107052255,0.5626585489599188,0.7376966007102993,0.36732623033992895,0.6048755713560183,0.9091831557584982,0.125,0.5339210934116038,0.4789446981227803,0.03374164487267381,0.7300862506341959,0.971058868706682,0.8594622019279553,0.5046149036602087,0.5019861619047545,0.537948236993542,EARLY,PRE_CONFIRMATION,NORMAL,BELOW_LIQUIDITY_FLOOR,0.537948236993542
3049,3049.TW,精金,光電業,TWSE,上市,2002/09/27,ESVUFR,^TWII,光電業,TW,TWSE_ISIN,12.050000190734863,0.021186440335509094,-0.03599998474121091,0.12616826219947774,-0.14539008051581204,12.050000190734863,12.600000095367431,11.89016669591268,0.00562623748356232,-0.0024714458931375696,-0.04365078575156389,-0.15734265524400493,-0.3305555449591743,2026-09-16,1,0.1803942266810689,0.04060463086376989,0.20930235996661992,0.16360617918880926,-0.12915128969493328,0.8250676405701018,0.16140780966935658,PULLBACK,-0.022155031394852864,0.10350512500506959,-0.1281148075045363,172333875.33501917,95251016.44941235,3810040.6579764937,-0.06754205029108035,0.9147640791476408,0.24708269913749364,0.0776255707762557,0.915271435819381,0.055865921787709494,0.3470319634703196,0.8567073170731707,0.5072390590459053,0.8122780314561137,-0.04803131264612026,0.06341958396752917,0.7817460712421805,0.2643328259766616,0.5378615918694071,0.488002893796125,0.40013962332552083,PULLBACK,PULLBACK,NORMAL,PRIMARY_CAP_OR_PRIORITY,0.5378615918694071
8092,8092.TWO,建暐,其他電子業,TPEX,上櫃,2004/02/02,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN,12.75,0.003937022951637115,0.0,0.0323886320789466,-0.10526315789473684,12.75,12.980000019073486,13.315000025431315,0.00018495930467509099,-0.0030243091234712868,-0.01771957001044011,-0.09574470531532053,-0.3914081367216584,2026-09-16,1,0.4727501265301809,0.02661064960041634,0.1333332061767578,0.07874001478707225,-0.07971017146856652,0.07283845202850914,0.05484479740629105,BEAR,0.018341091704544787,0.023863880515837987,-0.07134518044868043,477993.2046639919,232694.3699450493,9307.774797801972,-0.00809715801973665,0.7813292744799594,0.36428209030948755,0.5682394723490614,0.6321664129883308,0.33214829862874556,0.21511922881785894,0.7738821138211383,0.5487562629598539,0.10400811770674784,0.01237512157558529,0.3835616438356164,0.9114021499477994,0.619482496194825,0.6166822724140125,0.5643312233612845,0.5377629421248192,EARLY,PRE_CONFIRMATION,NORMAL,BELOW_LIQUIDITY_FLOOR,0.5377629421248192
8042,8042.TWO,金山電,電子零組件業,TPEX,上櫃,2004/03/22,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN,114.0,0.036363636363636376,0.01333333333333342,0.022421524663677195,-0.40625,113.7,108.05,128.25666669209798,0.0008562289954120723,-0.006556760812825421,0.05506709856547887,-0.07692307692307687,-0.4977973568281938,2026-09-16,1,0.340736239050455,0.08489974937343359,0.026123302818411635,0.253798925934993,-0.11300447061992014,-0.2468791441703384,0.0023078280425416356,BEAR,0.007296280779986342,0.07926768911643922,-0.3758618134888878,645926297.5246643,520443148.5,20817725.94,0.0077279521674141205,0.8878741755454084,0.0121765601217656,0.8082191780821918,0.7082699137493658,0.18588115794819707,0.0745814307458143,0.6183943089430894,0.5043494137616806,0.893455098934551,-0.012520641499123464,0.16539827498731607,0.7246645071726057,0.18518518518518517,0.6559148720532497,0.629756961929628,0.5375739283698405,EARLY,PRE_CONFIRMATION,NORMAL,PRIMARY_CAP_OR_PRIORITY,0.5375739283698405
2440,2440.TW,太空梭,電子零組件業,TWSE,上市,2000/11/10,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN,13.949999809265137,0.010869537424425646,-0.01760563403929638,0.01824817543653756,-0.19130435888318043,13.989999961853027,14.124999952316283,15.240833314259847,-0.0018959781664725228,-0.0036755225119851818,-0.012389390700312863,-0.08823531795033823,-0.3813747103663514,2026-09-16,1,0.52439963082266,0.02662570343248047,0.09433963622177934,0.04957187733674825,-0.04498267315640403,-0.004597362793187176,0.03472788050167255,BEAR,0.002266019362839655,0.010229714667737477,-0.13913036836927206,3107299.639649677,2790975.018978119,111639.00075912476,-0.02216767789843077,0.7321156773211568,0.22628107559614408,0.3389142567224759,0.3023845763571791,0.38649060436769933,0.23490613901572804,0.7398373983739838,0.4454841447693484,0.33536276002029425,-0.0002914093040947141,0.2420091324200913,0.9380530464984357,0.7219685438863521,0.5369716897817849,0.47637350389125016,0.41797118242511316,WATCH,UNKNOWN,NORMAL,BELOW_LIQUIDITY_FLOOR,0.5369716897817849
8069,8069.TWO,元太,光電業,TPEX,上櫃,2004/03/30,ESVUFR,^TWII,光電業,TW,TWSE_ISIN,148.0,0.013698630136986356,-0.010033444816053505,-0.08074534161490687,-0.22156544724604887,146.5,153.2,174.94203211466473,-0.006448356016368226,-0.004165013917244913,-0.03394255874673624,-0.10843373493975905,-0.3905880927471689,2026-09-16,1,0.7048715556672922,0.03474903474903475,0.3023255813953488,0.0770919959785137,-0.1073619631901841,-0.8719080048415796,-0.3166526179383975,BEAR,0.027042232257922683,-0.07749202626396579,-0.20996286905723183,845557610.825,754202550.75,30168102.03,0.010152890587673213,0.17097919837645864,0.1263318112633181,0.8361237950279046,0.0395738203957382,0.5683087861858812,0.2176560121765601,0.14176829268292682,0.2901604222450746,0.9127346524606799,0.04641523882391413,0.8579401319127347,0.8302872062663188,0.3789954337899543,0.41590498362904454,0.4782191719821154,0.5363260896665891,EARLY,PRE_CONFIRMATION,NORMAL,PRIMARY_CAP_OR_PRIORITY,0.5363260896665891
4528,4528.TWO,江興鍛,電機機械,TPEX,上櫃,2001/02/12,ESVUFR,^TWII,電機機械,TW,TWSE_ISIN,14.800000190734863,-0.0033670161246093233,-0.013333320617675781,-0.0166112954705413,-0.05128206225463516,14.869999885559082,14.982499885559083,15.22249992688497,-0.0008513082497611766,-0.0009580630685642642,-0.012180857414864521,-0.03267973815469505,-0.34034722684794905,2026-09-16,1,1.9133629266799326,0.010617768765739711,0.2,0.024989000924253206,-0.026315764707210976,-0.16697370837882533,-0.13294885634598635,BEAR,0.030489299766450206,-0.021032444220561386,0.0016943006364549262,195563.71863136292,185962.4976348877,7438.499905395508,-0.009180496750040457,0.4865550481988838,0.5530187721968544,0.5454084221207509,0.4383561643835616,0.9263585576434739,0.3206494165398275,0.2525406504065041,0.5078442587045412,0.040081177067478435,0.03574741082159055,0.7615423642820903,0.9390957129256774,0.7280568239472349,0.4954524587020663,0.4619607697612043,0.535964888940524,EARLY,PRE_CONFIRMATION,NORMAL,BELOW_LIQUIDITY_FLOOR,0.535964888940524
1539,1539.TW,巨庭,電機機械,TWSE,上市,2002/10/29,ESVUFR,^TWII,電機機械,TW,TWSE_ISIN,15.600000381469727,0.006451637514175879,-0.0031948395066633273,-0.006369390382820028,-0.006369390382820028,15.560000038146972,15.657499980926513,15.882499980926514,-0.0016039862855114757,-0.0003270496638792951,-0.0036723359110222287,-0.01886787699736292,-0.29090907356955786,2026-09-16,1,0.4362088218872139,0.010073250220327581,0.062499813734974374,0.030663362944615316,-0.02515720931616272,-0.07955616821272476,-0.012982454444107061,BEAR,0.027434672639665814,-0.023463506862859473,0.027723011374035766,359445.19071350095,339429.20823287964,13577.168329315185,-0.0016024919109583202,0.46321664129883305,0.6245560629122273,0.6829020801623541,0.3328259766615931,0.2899949212798375,0.4545915778792491,0.45934959349593496,0.49682689186316836,0.07559614408929477,0.03330054935538068,0.7250126839167935,0.9816383204448889,0.91324200913242,0.5126248649113919,0.4975152263720842,0.5359632718114427,EARLY,PRE_CONFIRMATION,NORMAL,BELOW_LIQUIDITY_FLOOR,0.5359632718114427
3252,3252.TWO,海灣,觀光餐旅,TPEX,上櫃,2004/09/23,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN,15.300000190734863,0.0,0.0,-0.03164556923823336,-0.12320919645864947,15.320000076293946,15.627499914169311,16.427499945958456,-0.002153280450516899,-0.002225916126237677,-0.020956629354226153,-0.07831326270245331,-0.2997711705437637,2026-09-16,1,0.58899876520616,0.02217553660497166,0.21739155673829735,0.05328130719519826,-0.06134963761544432,-0.34339521178340326,-0.12911619332772503,BEAR,0.030587612011355736,-0.03612172248632617,-0.08397146119777155,373705.88978176116,222646.19847297668,8905.847938919067,0.00791139230955834,0.3830542871638762,0.3313039066463724,0.8127853881278538,0.27447995941146625,0.45302183849669886,0.42973110096397765,0.2611788617886179,0.4257833374054976,0.07813292744799594,0.03961804263293728,0.808726534753932,0.8952168532288692,0.5606291222729579,0.4647627152129744,0.4594807146189958,0.5355897065879109,EARLY,PRE_CONFIRMATION,NORMAL,BELOW_LIQUIDITY_FLOOR,0.5355897065879109
6671,6671.TW,三能-KY,居家生活,TWSE,上市,2018/12/11,ESVUFR,^TWII,居家生活,TW,TWSE_ISIN,22.850000381469727,0.0043956211635045594,-0.00652172254479455,0.026966309279538248,-0.037894720780222046,22.829999923706055,23.0375,22.98499984741211,0.0007003856137574841,-0.001391064784830885,-0.00813888740229085,-0.02972394387551547,-0.40463783883391524,2026-09-16,1,0.3978529204062078,0.012035017894793465,0.14285701310573554,0.07070432808116196,-0.040425564380402235,0.09798749830455204,0.05448501531247426,BEAR,0.01869342193121193,0.015703253852136667,0.004605101830907676,695877.1466049195,472999.9952316284,18919.999809265137,-0.013263299864679112,0.7559614408929477,0.5641806189751395,0.48148148148148145,0.6976154236428209,0.25038090401218893,0.18619989852866564,0.7733739837398373,0.5648057272328384,0.14205986808726534,0.014767608468177762,0.4165398274987316,0.9593055629885457,0.8077118214104515,0.6089112636078368,0.5624455132768175,0.535522121040612,EARLY,PRE_CONFIRMATION,NORMAL,BELOW_LIQUIDITY_FLOOR,0.535522121040612
5223,5223.TWO,安力-KY,電腦及週邊設備業,TPEX,上櫃,2018/07/02,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN,23.100000381469727,0.008733657915767745,0.004347842672596913,-0.021186440335509094,-0.08151090529441307,23.05,23.377499961853026,23.73416659037272,-0.0011502009305031245,-0.0015480622243708873,-0.01187037026354909,-0.0923379297061484,-0.2666666545565166,2026-09-16,1,0.3538969584768275,0.02597404205893575,0.0892856169721146,0.08690311403840713,-0.07692313632353076,-0.23710955234279624,-0.021767279777371445,BEAR,0.01879117349819781,-0.030008084374464117,-0.06050211223920199,535073.0038909912,207911.44484996796,8316.457793998718,0.009644452756474187,0.42059868087265345,0.39167935058346015,0.8335870116692035,0.3866057838660578,0.19756221432199086,0.5027904616945713,0.4329268292682927,0.4605121210003272,0.1156773211567732,0.02629319459181384,0.6002029426686961,0.9406481486822545,0.7356671740233384,0.5168692382244675,0.5211893493479531,0.5353370210758119,EARLY,PRE_CONFIRMATION,NORMAL,BELOW_LIQUIDITY_FLOOR,0.5353370210758119
4950,4950.TWO,金耘國際,鋼鐵工業,TPEX,上櫃,2012/04/27,ESVUFR,^TWII,鋼鐵工業,TW,TWSE_ISIN,15.649999618530273,-0.0031847255632039273,-0.02187502384185791,-0.024922095797154098,-0.018808789612686838,15.849999809265137,15.912499904632568,16.019166644414266,-0.0004799621868083012,-0.00015741910931295106,-0.016496483121792416,-0.051515174634528926,-0.44007158528304846,2026-09-16,1,1.4104703918756907,0.02441806321703927,0.10256416526468172,0.08030745529019188,-0.045731708380808644,-0.23829630048274875,-0.031829099089804254,BEAR,0.024381195075414697,-0.035340408194189044,0.03413176033072107,268992.3079633713,189824.9979019165,7592.99991607666,-0.015644499892569386,0.3881278538812785,0.6519533231861999,0.4317605276509386,0.5048198883815322,0.8745556119857796,0.12886859462201927,0.41565040650406504,0.4845761574045401,0.05733130390664637,0.03321629712396196,0.7229832572298326,0.9175175843910379,0.6484018264840182,0.47434008187026866,0.46719261741617213,0.5341320656348552,EARLY,PRE_CONFIRMATION,NORMAL,BELOW_LIQUIDITY_FLOOR,0.5341320656348552
7747,7747.TWO,昕奇雲端,數位雲端,TPEX,上櫃,2025/07/11,ESVUFR,^TWII,數位雲端,TW,TWSE_ISIN,112.5,-0.008810572687224627,0.0044642857142858094,-0.013157894736842146,0.00792706309045399,113.0,113.55,114.50717010498047,-0.0009598064434651295,5.3377735300897034e-05,-0.009247027741083214,-0.030172413793103425,-0.133113972341259,2026-09-16,1,0.23060248743216444,0.009841269841269842,0.15789473684210525,0.029517593290144886,-0.02183406113537123,-0.12706745286242252,-0.07038386586766386,BEAR,0.02945898843407735,-0.013209777702241299,0.06359677975117173,1482264.025,285140.0,11405.6,0.007753759398496346,0.5558092338914257,0.7534246575342466,0.808726534753932,0.4170471841704718,0.08836973082783138,0.7985794013191273,0.3323170731707317,0.5745775591416118,0.23693556570268898,0.032761432859637674,0.7141045154743785,0.9537648612945839,0.7823439878234398,0.5204297636682232,0.49901923477982935,0.5338239798021654,EARLY,PRE_CONFIRMATION,NORMAL,BELOW_LIQUIDITY_FLOOR,0.5338239798021654
4706,4706.TWO,大恭,化學工業,TPEX,上櫃,1998/04/17,ESVUFR,^TWII,化學工業,TW,TWSE_ISIN,33.75,-0.010263885330866307,-0.08536589148024099,0.048106696640011215,0.054596606094097444,35.15999908447266,34.061717414855956,32.76421473821004,0.005915821209759473,0.001403010468382265,-0.009151547206483479,-0.2151162790697675,-0.2151162790697675,2026-09-16,1,0.527487876272048,0.05809524778335813,0.06942151755565251,0.21178242208763737,-0.1379310680820638,0.24543175639642206,0.015769202431526713,PULLBACK,-0.0001494032789985944,0.038454638720867296,0.12560437886628162,1958292.559805107,692619.1097412109,27704.764389648437,-0.09739256564024379,0.8254693049213597,0.8706240487062404,0.0350076103500761,0.9193302891933028,0.3920771965464703,0.6245560629122273,0.6829268292682927,0.6476323153161287,0.2754946727549467,-0.009763062959215418,0.18366311516996447,0.9542422639675826,0.7843734145104008,0.5337839530882142,0.46432806218227324,0.4121705588720803,PULLBACK,PULLBACK,NORMAL,BELOW_LIQUIDITY_FLOOR,0.5337839530882142
