code,ticker,name,industry,exchange,market,listed_date,cfi_code,benchmark,theme,region,source
1240,1240.TWO,茂生農經,農業科技業,TPEX,上櫃,2018/08/08,ESVUFR,^TWII,農業科技業,TW,TWSE_ISIN
1259,1259.TWO,安心,觀光餐旅,TPEX,上櫃,2011/12/15,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
1264,1264.TWO,德麥,食品工業,TPEX,上櫃,2015/04/09,ESVUFR,^TWII,食品工業,TW,TWSE_ISIN
1268,1268.TWO,漢來美食,觀光餐旅,TPEX,上櫃,2017/09/27,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
1294,1294.TWO,漢田生技,食品工業,TPEX,上櫃,2024/09/26,ESVUFR,^TWII,食品工業,TW,TWSE_ISIN
1295,1295.TWO,生合,食品工業,TPEX,上櫃,2025/05/27,ESVUFR,^TWII,食品工業,TW,TWSE_ISIN
1336,1336.TWO,台翰,電子零組件業,TPEX,上櫃,2007/11/02,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
1565,1565.TWO,精華,生技醫療業,TPEX,上櫃,2004/03/30,ESVUFR,^TWII,生技醫療業,TW,TWSE_ISIN
1569,1569.TWO,濱川,電腦及週邊設備業,TPEX,上櫃,2005/07/29,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN
1570,1570.TWO,力肯,電機機械,TPEX,上櫃,2005/06/30,ESVUFR,^TWII,電機機械,TW,TWSE_ISIN
1580,1580.TWO,新麥,電機機械,TPEX,上櫃,2007/12/10,ESVUFR,^TWII,電機機械,TW,TWSE_ISIN
1584,1584.TWO,精剛,其他業,TPEX,上櫃,2007/11/28,ESVUFR,^TWII,其他業,TW,TWSE_ISIN
1586,1586.TWO,和勤,電機機械,TPEX,上櫃,2012/01/09,ESVUFR,^TWII,電機機械,TW,TWSE_ISIN
1591,1591.TWO,駿吉-KY,電機機械,TPEX,上櫃,2012/03/23,ESVUFR,^TWII,電機機械,TW,TWSE_ISIN
1593,1593.TWO,祺驊,運動休閒,TPEX,上櫃,2012/06/13,ESVUFR,^TWII,運動休閒,TW,TWSE_ISIN
1595,1595.TWO,川寶,半導體業,TPEX,上櫃,2011/10/04,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
1599,1599.TWO,宏佳騰,電機機械,TPEX,上櫃,2012/12/25,ESVUFR,^TWII,電機機械,TW,TWSE_ISIN
1742,1742.TWO,台蠟,化學工業,TPEX,上櫃,2004/05/14,ESVUFR,^TWII,化學工業,TW,TWSE_ISIN
1777,1777.TWO,生泰,生技醫療業,TPEX,上櫃,2005/10/19,ESVUFR,^TWII,生技醫療業,TW,TWSE_ISIN
1780,1780.TWO,立弘,食品工業,TPEX,上櫃,2010/04/29,ESVUFR,^TWII,食品工業,TW,TWSE_ISIN
1781,1781.TWO,合世,生技醫療業,TPEX,上櫃,2004/12/24,ESVUFR,^TWII,生技醫療業,TW,TWSE_ISIN
1784,1784.TWO,訊聯,生技醫療業,TPEX,上櫃,2007/07/26,ESVUFR,^TWII,生技醫療業,TW,TWSE_ISIN
1785,1785.TWO,光洋科,其他電子業,TPEX,上櫃,2005/01/31,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN
1788,1788.TWO,杏昌,生技醫療業,TPEX,上櫃,2009/07/20,ESVUFR,^TWII,生技醫療業,TW,TWSE_ISIN
1796,1796.TWO,金穎生技,食品工業,TPEX,上櫃,2018/01/22,ESVUFR,^TWII,食品工業,TW,TWSE_ISIN
1799,1799.TWO,易威,生技醫療業,TPEX,上櫃,2008/11/10,ESVUFR,^TWII,生技醫療業,TW,TWSE_ISIN
1813,1813.TWO,寶利徠,生技醫療業,TPEX,上櫃,2009/08/04,ESVUFR,^TWII,生技醫療業,TW,TWSE_ISIN
1815,1815.TWO,富喬,電子零組件業,TPEX,上櫃,2006/01/23,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
2035,2035.TWO,唐榮,鋼鐵工業,TPEX,上櫃,2006/07/07,ESVUFR,^TWII,鋼鐵工業,TW,TWSE_ISIN
2061,2061.TWO,風青,電器電纜,TPEX,上櫃,2010/12/09,ESVUFR,^TWII,電器電纜,TW,TWSE_ISIN
2063,2063.TWO,世鎧,鋼鐵工業,TPEX,上櫃,2010/09/07,ESVUFR,^TWII,鋼鐵工業,TW,TWSE_ISIN
2064,2064.TWO,晉椿,鋼鐵工業,TPEX,上櫃,2014/12/26,ESVUFR,^TWII,鋼鐵工業,TW,TWSE_ISIN
2065,2065.TWO,世豐,鋼鐵工業,TPEX,上櫃,2017/04/21,ESVUFR,^TWII,鋼鐵工業,TW,TWSE_ISIN
2066,2066.TWO,世德,電機機械,TPEX,上櫃,2013/09/24,ESVUFR,^TWII,電機機械,TW,TWSE_ISIN
2067,2067.TWO,嘉鋼,電機機械,TPEX,上櫃,2014/05/26,ESVUFR,^TWII,電機機械,TW,TWSE_ISIN
2070,2070.TWO,精湛,電機機械,TPEX,上櫃,2018/12/17,ESVUFR,^TWII,電機機械,TW,TWSE_ISIN
2073,2073.TWO,雄順,鋼鐵工業,TPEX,上櫃,2023/06/21,ESVUFR,^TWII,鋼鐵工業,TW,TWSE_ISIN
2221,2221.TWO,大甲,其他業,TPEX,上櫃,2007/08/01,ESVUFR,^TWII,其他業,TW,TWSE_ISIN
2230,2230.TWO,泰茂,居家生活,TPEX,上櫃,2013/04/18,ESVUFR,^TWII,居家生活,TW,TWSE_ISIN
2235,2235.TWO,謚源,電機機械,TPEX,上櫃,2014/12/15,ESVUFR,^TWII,電機機械,TW,TWSE_ISIN
2596,2596.TWO,綠意,建材營造業,TPEX,上櫃,2009/06/01,ESVUFR,^TWII,建材營造業,TW,TWSE_ISIN
2640,2640.TWO,大車隊,數位雲端,TPEX,上櫃,2012/11/07,ESVUFR,^TWII,數位雲端,TW,TWSE_ISIN
2641,2641.TWO,正德,航運業,TPEX,上櫃,2014/10/09,ESVUFR,^TWII,航運業,TW,TWSE_ISIN
2643,2643.TWO,捷迅,航運業,TPEX,上櫃,2016/03/04,ESVUFR,^TWII,航運業,TW,TWSE_ISIN
2718,2718.TWO,全心投控,建材營造業,TPEX,上櫃,2011/03/29,ESVUFR,^TWII,建材營造業,TW,TWSE_ISIN
2719,2719.TWO,燦星旅,觀光餐旅,TPEX,上櫃,2012/02/24,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
2724,2724.TWO,藝舍-KY,其他業,TPEX,上櫃,2012/05/29,ESVUFR,^TWII,其他業,TW,TWSE_ISIN
2726,2726.TWO,雅茗-KY,觀光餐旅,TPEX,上櫃,2014/12/24,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
2729,2729.TWO,瓦城,觀光餐旅,TPEX,上櫃,2012/09/17,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
2732,2732.TWO,六角,觀光餐旅,TPEX,上櫃,2015/01/20,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
2734,2734.TWO,易飛網,觀光餐旅,TPEX,上櫃,2013/12/26,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
2736,2736.TWO,富野,觀光餐旅,TPEX,上櫃,2016/01/06,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
2740,2740.TWO,華軒,觀光餐旅,TPEX,上櫃,2015/12/24,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
2743,2743.TWO,山富,觀光餐旅,TPEX,上櫃,2020/03/09,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
2745,2745.TWO,五福,觀光餐旅,TPEX,上櫃,2018/04/16,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
2751,2751.TWO,王座,觀光餐旅,TPEX,上櫃,2024/09/10,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
2752,2752.TWO,豆府,觀光餐旅,TPEX,上櫃,2019/09/25,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
2754,2754.TWO,亞洲藏壽司,觀光餐旅,TPEX,上櫃,2020/09/17,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
2755,2755.TWO,揚秦,觀光餐旅,TPEX,上櫃,2020/12/16,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
2756,2756.TWO,聯發國際,觀光餐旅,TPEX,上櫃,2022/01/14,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
2916,2916.TWO,滿心,居家生活,TPEX,上櫃,2005/03/10,ESVUFR,^TWII,居家生活,TW,TWSE_ISIN
2924,2924.TWO,宏太-KY,居家生活,TPEX,上櫃,2011/12/02,ESVUFR,^TWII,居家生活,TW,TWSE_ISIN
2926,2926.TWO,誠品生活,文化創意業,TPEX,上櫃,2013/01/30,ESVUFR,^TWII,文化創意業,TW,TWSE_ISIN
2937,2937.TWO,集雅社,居家生活,TPEX,上櫃,2017/06/08,ESVUFR,^TWII,居家生活,TW,TWSE_ISIN
2941,2941.TWO,米斯特,居家生活,TPEX,上櫃,2024/03/20,ESVUFR,^TWII,居家生活,TW,TWSE_ISIN
2947,2947.TWO,振宇五金,居家生活,TPEX,上櫃,2021/10/06,ESVUFR,^TWII,居家生活,TW,TWSE_ISIN
2948,2948.TWO,寶陞,居家生活,TPEX,上櫃,2023/12/12,ESVUFR,^TWII,居家生活,TW,TWSE_ISIN
2949,2949.TWO,欣新網,數位雲端,TPEX,上櫃,2023/12/15,ESVUFR,^TWII,數位雲端,TW,TWSE_ISIN
3064,3064.TWO,泰偉,文化創意業,TPEX,上櫃,2004/06/09,ESVUFR,^TWII,文化創意業,TW,TWSE_ISIN
3066,3066.TWO,李洲,光電業,TPEX,上櫃,2004/12/02,ESVUFR,^TWII,光電業,TW,TWSE_ISIN
3067,3067.TWO,全域,居家生活,TPEX,上櫃,2003/10/21,ESVUFR,^TWII,居家生活,TW,TWSE_ISIN
3071,3071.TWO,協禧,電腦及週邊設備業,TPEX,上櫃,2004/12/30,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN
3073,3073.TWO,天方能源,綠能環保,TPEX,上櫃,2007/10/08,ESVUFR,^TWII,綠能環保,TW,TWSE_ISIN
3078,3078.TWO,僑威,電子零組件業,TPEX,上櫃,2005/01/31,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3081,3081.TWO,聯亞,通信網路業,TPEX,上櫃,2015/07/22,ESVUFR,^TWII,通信網路業,TW,TWSE_ISIN
3083,3083.TWO,網龍,文化創意業,TPEX,上櫃,2003/12/02,ESVUFR,^TWII,文化創意業,TW,TWSE_ISIN
3085,3085.TWO,新零售,數位雲端,TPEX,上櫃,2004/03/01,ESVUFR,^TWII,數位雲端,TW,TWSE_ISIN
3086,3086.TWO,華義*,文化創意業,TPEX,上櫃,2004/03/29,ESVUFR,^TWII,文化創意業,TW,TWSE_ISIN
3088,3088.TWO,艾訊,電腦及週邊設備業,TPEX,上櫃,2005/04/28,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN
3093,3093.TWO,港建*,其他電子業,TPEX,上櫃,2005/06/17,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN
3095,3095.TWO,及成,通信網路業,TPEX,上櫃,2005/05/26,ESVUFR,^TWII,通信網路業,TW,TWSE_ISIN
3105,3105.TWO,穩懋,半導體業,TPEX,上櫃,2011/12/13,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3114,3114.TWO,好德,電子零組件業,TPEX,上櫃,2004/03/25,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3115,3115.TWO,富榮綱,電子零組件業,TPEX,上櫃,2005/04/08,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3118,3118.TWO,進階,生技醫療業,TPEX,上櫃,2008/05/21,ESVUFR,^TWII,生技醫療業,TW,TWSE_ISIN
3122,3122.TWO,笙泉,半導體業,TPEX,上櫃,2015/01/26,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3128,3128.TWO,昇銳,光電業,TPEX,上櫃,2006/09/04,ESVUFR,^TWII,光電業,TW,TWSE_ISIN
3131,3131.TWO,弘塑,半導體業,TPEX,上櫃,2011/01/17,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3141,3141.TWO,晶宏,半導體業,TPEX,上櫃,2014/03/14,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3147,3147.TWO,大綜,資訊服務業,TPEX,上櫃,2018/05/29,ESVUFR,^TWII,資訊服務業,TW,TWSE_ISIN
3152,3152.TWO,璟德,通信網路業,TPEX,上櫃,2008/03/24,ESVUFR,^TWII,通信網路業,TW,TWSE_ISIN
3158,3158.TWO,嘉實,資訊服務業,TPEX,上櫃,2025/11/17,ESVUFR,^TWII,資訊服務業,TW,TWSE_ISIN
3162,3162.TWO,精確,電機機械,TPEX,上櫃,2005/10/03,ESVUFR,^TWII,電機機械,TW,TWSE_ISIN
3163,3163.TWO,波若威,通信網路業,TPEX,上櫃,2012/12/03,ESVUFR,^TWII,通信網路業,TW,TWSE_ISIN
3169,3169.TWO,亞信,半導體業,TPEX,上櫃,2009/11/24,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3171,3171.TWO,炎洲流通,居家生活,TPEX,上櫃,2004/09/17,ESVUFR,^TWII,居家生活,TW,TWSE_ISIN
3176,3176.TWO,基亞,生技醫療業,TPEX,上櫃,2011/11/23,ESVUFR,^TWII,生技醫療業,TW,TWSE_ISIN
3178,3178.TWO,公準,半導體業,TPEX,上櫃,2018/11/19,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3188,3188.TWO,鑫龍騰,建材營造業,TPEX,上櫃,2004/03/17,ESVUFR,^TWII,建材營造業,TW,TWSE_ISIN
3191,3191.TWO,雲嘉南,電子零組件業,TPEX,上櫃,2005/04/12,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3205,3205.TWO,佰研,生技醫療業,TPEX,上櫃,2005/09/12,ESVUFR,^TWII,生技醫療業,TW,TWSE_ISIN
3206,3206.TWO,志豐,電子零組件業,TPEX,上櫃,2007/02/08,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3207,3207.TWO,耀勝,電子零組件業,TPEX,上櫃,2004/11/04,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3211,3211.TWO,順達,電腦及週邊設備業,TPEX,上櫃,2004/11/08,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN
3213,3213.TWO,茂訊,電腦及週邊設備業,TPEX,上櫃,2004/10/01,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN
3217,3217.TWO,優群,電子零組件業,TPEX,上櫃,2004/04/30,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3218,3218.TWO,大學光,生技醫療業,TPEX,上櫃,2004/11/29,ESVUFR,^TWII,生技醫療業,TW,TWSE_ISIN
3219,3219.TWO,倚強科,其他電子業,TPEX,上櫃,2004/03/19,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN
3221,3221.TWO,台嘉碩,通信網路業,TPEX,上櫃,2006/02/22,ESVUFR,^TWII,通信網路業,TW,TWSE_ISIN
3224,3224.TWO,三顧,電子通路業,TPEX,上櫃,2004/06/03,ESVUFR,^TWII,電子通路業,TW,TWSE_ISIN
3226,3226.TWO,龍鋒,電機機械,TPEX,上櫃,2004/06/16,ESVUFR,^TWII,電機機械,TW,TWSE_ISIN
3227,3227.TWO,原相,半導體業,TPEX,上櫃,2006/05/04,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3228,3228.TWO,金麗科,半導體業,TPEX,上櫃,2005/03/02,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3230,3230.TWO,錦明,光電業,TPEX,上櫃,2006/09/25,ESVUFR,^TWII,光電業,TW,TWSE_ISIN
3232,3232.TWO,昱捷,電子通路業,TPEX,上櫃,2004/11/01,ESVUFR,^TWII,電子通路業,TW,TWSE_ISIN
3234,3234.TWO,光環,通信網路業,TPEX,上櫃,2011/03/24,ESVUFR,^TWII,通信網路業,TW,TWSE_ISIN
3236,3236.TWO,千如,電子零組件業,TPEX,上櫃,2004/12/02,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3252,3252.TWO,海灣,觀光餐旅,TPEX,上櫃,2004/09/23,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
3259,3259.TWO,鑫創,半導體業,TPEX,上櫃,2007/12/24,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3260,3260.TWO,威剛,半導體業,TPEX,上櫃,2004/10/08,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3264,3264.TWO,欣銓,半導體業,TPEX,上櫃,2005/01/05,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3265,3265.TWO,台星科,半導體業,TPEX,上櫃,2005/08/02,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3268,3268.TWO,海德威,半導體業,TPEX,上櫃,2005/01/27,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3272,3272.TWO,東碩,電腦及週邊設備業,TPEX,上櫃,2014/08/26,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN
3276,3276.TWO,宇環,電子零組件業,TPEX,上櫃,2005/01/12,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3284,3284.TWO,太普高,其他業,TPEX,上櫃,2005/03/22,ESVUFR,^TWII,其他業,TW,TWSE_ISIN
3285,3285.TWO,微端,其他電子業,TPEX,上櫃,2012/07/23,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN
3287,3287.TWO,廣寰科,電腦及週邊設備業,TPEX,上櫃,2008/01/28,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN
3288,3288.TWO,點晶,電子零組件業,TPEX,上櫃,2005/04/15,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3289,3289.TWO,宜特,其他電子業,TPEX,上櫃,2004/12/28,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN
3290,3290.TWO,東浦,電子零組件業,TPEX,上櫃,2005/05/19,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3293,3293.TWO,鈊象,文化創意業,TPEX,上櫃,2006/07/12,ESVUFR,^TWII,文化創意業,TW,TWSE_ISIN
3294,3294.TWO,英濟,電子零組件業,TPEX,上櫃,2007/04/27,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3297,3297.TWO,杭特,光電業,TPEX,上櫃,2005/06/07,ESVUFR,^TWII,光電業,TW,TWSE_ISIN
3303,3303.TWO,岱稜,其他電子業,TPEX,上櫃,2007/05/28,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN
3306,3306.TWO,鼎天,通信網路業,TPEX,上櫃,2005/07/05,ESVUFR,^TWII,通信網路業,TW,TWSE_ISIN
3310,3310.TWO,佳穎,電子零組件業,TPEX,上櫃,2008/06/27,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3313,3313.TWO,斐成,建材營造業,TPEX,上櫃,2026/06/01,ESVUFR,^TWII,建材營造業,TW,TWSE_ISIN
3317,3317.TWO,尼克森,半導體業,TPEX,上櫃,2007/08/09,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3322,3322.TWO,建舜電,電子零組件業,TPEX,上櫃,2009/05/20,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3323,3323.TWO,加百裕,電腦及週邊設備業,TPEX,上櫃,2007/06/25,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN
3324,3324.TWO,雙鴻,其他電子業,TPEX,上櫃,2005/05/13,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN
3325,3325.TWO,旭品,電腦及週邊設備業,TPEX,上櫃,2005/08/15,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN
3332,3332.TWO,幸康,電子零組件業,TPEX,上櫃,2008/01/24,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3339,3339.TWO,泰谷,光電業,TPEX,上櫃,2006/06/27,ESVUFR,^TWII,光電業,TW,TWSE_ISIN
3349,3349.TWO,寶德,電腦及週邊設備業,TPEX,上櫃,2022/03/23,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN
3354,3354.TWO,律勝,電子零組件業,TPEX,上櫃,2005/12/08,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3357,3357.TWO,臺慶科,電子零組件業,TPEX,上櫃,2021/04/27,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3360,3360.TWO,尚立,電子通路業,TPEX,上櫃,2006/06/06,ESVUFR,^TWII,電子通路業,TW,TWSE_ISIN
3362,3362.TWO,先進光,光電業,TPEX,上櫃,2005/09/06,ESVUFR,^TWII,光電業,TW,TWSE_ISIN
3363,3363.TWO,上詮,通信網路業,TPEX,上櫃,2011/02/25,ESVUFR,^TWII,通信網路業,TW,TWSE_ISIN
3372,3372.TWO,典範,半導體業,TPEX,上櫃,2005/12/16,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3373,3373.TWO,熱映,其他電子業,TPEX,上櫃,2007/12/13,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN
3374,3374.TWO,精材,半導體業,TPEX,上櫃,2015/03/30,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3379,3379.TWO,彬台,電機機械,TPEX,上櫃,2011/10/20,ESVUFR,^TWII,電機機械,TW,TWSE_ISIN
3388,3388.TWO,崇越電,電子零組件業,TPEX,上櫃,2006/02/22,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3390,3390.TWO,旭軟,電子零組件業,TPEX,上櫃,2006/02/22,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3402,3402.TWO,漢科,其他電子業,TPEX,上櫃,2007/01/09,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN
3430,3430.TWO,奇鈦科,化學工業,TPEX,上櫃,2022/09/08,ESVUFR,^TWII,化學工業,TW,TWSE_ISIN
3434,3434.TWO,哲固,光電業,TPEX,上櫃,2008/01/28,ESVUFR,^TWII,光電業,TW,TWSE_ISIN
3438,3438.TWO,類比科,半導體業,TPEX,上櫃,2006/07/19,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3441,3441.TWO,聯一光,光電業,TPEX,上櫃,2010/10/04,ESVUFR,^TWII,光電業,TW,TWSE_ISIN
3444,3444.TWO,利機,電子通路業,TPEX,上櫃,2008/09/26,ESVUFR,^TWII,電子通路業,TW,TWSE_ISIN
3455,3455.TWO,由田,光電業,TPEX,上櫃,2007/12/27,ESVUFR,^TWII,光電業,TW,TWSE_ISIN
3465,3465.TWO,進泰電子,其他電子業,TPEX,上櫃,2008/01/28,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN
3466,3466.TWO,德晉,通信網路業,TPEX,上櫃,2006/05/17,ESVUFR,^TWII,通信網路業,TW,TWSE_ISIN
3467,3467.TWO,台灣精材,半導體業,TPEX,上櫃,2025/03/25,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3479,3479.TWO,安勤,電腦及週邊設備業,TPEX,上櫃,2010/06/08,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN
3483,3483.TWO,力致,電腦及週邊設備業,TPEX,上櫃,2006/12/18,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN
3484,3484.TWO,崧騰,電子零組件業,TPEX,上櫃,2007/11/09,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3485,3485.TWO,敘豐,電子零組件業,TPEX,上櫃,2026/05/06,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3489,3489.TWO,森寶,建材營造業,TPEX,上櫃,2007/09/29,ESVUFR,^TWII,建材營造業,TW,TWSE_ISIN
3490,3490.TWO,單井,光電業,TPEX,上櫃,2007/10/15,ESVUFR,^TWII,光電業,TW,TWSE_ISIN
3491,3491.TWO,昇達科,通信網路業,TPEX,上櫃,2008/01/03,ESVUFR,^TWII,通信網路業,TW,TWSE_ISIN
3492,3492.TWO,長盛,電子零組件業,TPEX,上櫃,2015/05/18,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3498,3498.TWO,陽程,其他電子業,TPEX,上櫃,2007/09/11,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN
3499,3499.TWO,環天科,通信網路業,TPEX,上櫃,2006/10/19,ESVUFR,^TWII,通信網路業,TW,TWSE_ISIN
3508,3508.TWO,位速,其他電子業,TPEX,上櫃,2007/10/17,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN
3511,3511.TWO,矽瑪,電子零組件業,TPEX,上櫃,2009/02/16,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3512,3512.TWO,皇龍,建材營造業,TPEX,上櫃,2007/07/25,ESVUFR,^TWII,建材營造業,TW,TWSE_ISIN
3516,3516.TWO,亞帝歐,光電業,TPEX,上櫃,2007/11/29,ESVUFR,^TWII,光電業,TW,TWSE_ISIN
3520,3520.TWO,華盈,電子零組件業,TPEX,上櫃,2007/10/12,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3521,3521.TWO,台鋼建設,建材營造業,TPEX,上櫃,2025/06/02,ESVUFR,^TWII,建材營造業,TW,TWSE_ISIN
3522,3522.TWO,御嵿,觀光餐旅,TPEX,上櫃,2007/10/15,ESVUFR,^TWII,觀光餐旅,TW,TWSE_ISIN
3523,3523.TWO,迎輝,光電業,TPEX,上櫃,2007/11/16,ESVUFR,^TWII,光電業,TW,TWSE_ISIN
3526,3526.TWO,凡甲,電子零組件業,TPEX,上櫃,2007/11/02,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3527,3527.TWO,聚積,半導體業,TPEX,上櫃,2007/10/29,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3529,3529.TWO,力旺,半導體業,TPEX,上櫃,2011/01/24,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3531,3531.TWO,先益,光電業,TPEX,上櫃,2008/04/08,ESVUFR,^TWII,光電業,TW,TWSE_ISIN
3537,3537.TWO,堡達,電子零組件業,TPEX,上櫃,2010/01/25,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3540,3540.TWO,曜越,電腦及週邊設備業,TPEX,上櫃,2007/12/12,ESVUFR,^TWII,電腦及週邊設備業,TW,TWSE_ISIN
3541,3541.TWO,西柏,其他電子業,TPEX,上櫃,2009/12/22,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN
3546,3546.TWO,宇峻,文化創意業,TPEX,上櫃,2008/04/18,ESVUFR,^TWII,文化創意業,TW,TWSE_ISIN
3548,3548.TWO,兆利,電子零組件業,TPEX,上櫃,2008/03/27,ESVUFR,^TWII,電子零組件業,TW,TWSE_ISIN
3551,3551.TWO,世禾,綠能環保,TPEX,上櫃,2008/04/15,ESVUFR,^TWII,綠能環保,TW,TWSE_ISIN
3552,3552.TWO,同致,其他電子業,TPEX,上櫃,2009/01/07,ESVUFR,^TWII,其他電子業,TW,TWSE_ISIN
3555,3555.TWO,博士旺,半導體業,TPEX,上櫃,2011/11/08,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3556,3556.TWO,禾瑞亞,半導體業,TPEX,上櫃,2008/04/15,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
3558,3558.TWO,神準,通信網路業,TPEX,上櫃,2013/12/30,ESVUFR,^TWII,通信網路業,TW,TWSE_ISIN
3564,3564.TWO,其陽,通信網路業,TPEX,上櫃,2013/12/03,ESVUFR,^TWII,通信網路業,TW,TWSE_ISIN
3567,3567.TWO,逸昌,半導體業,TPEX,上櫃,2010/11/22,ESVUFR,^TWII,半導體業,TW,TWSE_ISIN
