run_id,driver_id,driver_label,global_theme,configured_peer_count,live_peer_count,peer_tickers,peer_names,above_ma20_pct,above_ma60_pct,positive_rs20_pct,median_ret20,median_rs20,peer_signal
20260919T131926+0800-ad2c247a,HIGH_LAYER_PCB_DEMAND,High-layer / high-speed PCB demand,PCB_Interconnect,3,3,TTMI;4062.T;6787.T,TTMI TTM Technologies; 4062.T IBIDEN; 6787.T Meiko Electronics,0.3333333333333333,0.3333333333333333,1.0,0.03138664148881931,0.03412885323856918,MIXED
20260919T131926+0800-ad2c247a,HIGH_SPEED_CONNECTOR_DEMAND,High-speed data-center / networking connector demand,Connector,3,3,APH;TEL;6806.T,APH Amphenol; TEL TE Connectivity; 6806.T Hirose Electric,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.012997227387049781,0.014190478335992074,MIXED
20260919T131926+0800-ad2c247a,HIGH_SPEED_PCB_MATERIALS_DEMAND,High-speed low-loss PCB material demand,PCB_Materials,4,4,5706.T;5016.T;3110.T;DD,5706.T Mitsui Mining and Smelting; 5016.T JX Advanced Metals; 3110.T Nittobo; DD DuPont,0.25,0.0,0.5,-0.036492450280406485,-0.028341559729120835,BROADLY_WEAK
20260919T131926+0800-ad2c247a,HMI_SENSOR_COMPONENTS,HMI / sensor / precision input-component demand,HMI_Components,2,2,6770.T;TEL,6770.T Alps Alpine; TEL TE Connectivity,0.5,1.0,1.0,0.017751843295063185,0.025902733846348835,MIXED
20260919T131926+0800-ad2c247a,HOME_FURNISHINGS_CYCLE,Home furnishings / window-covering demand,Home_Furnishings,2,2,SGI;WSM,SGI Somnigroup International; WSM Williams-Sonoma,0.0,0.0,0.0,-0.03139823098032435,-0.030204980031382056,BROADLY_WEAK
20260919T131926+0800-ad2c247a,IMAGE_SENSOR_PACKAGING_DEMAND,CMOS image-sensor packaging / unit demand,Image_Sensor,4,4,6758.T;ON;STM;AMKR,6758.T Sony Group; ON onsemi; STM STMicroelectronics; AMKR Amkor Technology,0.5,0.25,0.25,-0.017130156999658475,-0.008979266448372825,MIXED
20260919T131926+0800-ad2c247a,INDUSTRIAL_AUTOMATION_CAPEX,Industrial automation / motion-control capex,Industrial_Automation,2,2,ROK;EMR,ROK Rockwell Automation; EMR Emerson Electric,0.0,0.5,0.0,-0.0338570367856188,-0.03266378583667651,BROADLY_WEAK
20260919T131926+0800-ad2c247a,INDUSTRIAL_CHEMICAL_CYCLE,Industrial / specialty chemical demand cycle,Chemicals,2,2,DD;DOW,DD DuPont; DOW Dow,0.0,0.0,0.0,-0.09749930898726644,-0.09630605803832415,BROADLY_WEAK
20260919T131926+0800-ad2c247a,INDUSTRIAL_EDGE_COMPUTING,Industrial edge-computing / embedded demand,Industrial_Computing,2,2,KTN.DE;ROK,KTN.DE Kontron; ROK Rockwell Automation,0.0,0.0,0.0,-0.05802052243681166,-0.04310827994680089,BROADLY_WEAK
20260919T131926+0800-ad2c247a,INDUSTRIAL_EDGE_COMPUTING_CYCLE,Industrial edge computing / automation hardware cycle,Industrial_Computing,2,2,ROK;EMR,ROK Rockwell Automation; EMR Emerson Electric,0.0,0.5,0.0,-0.0338570367856188,-0.03266378583667651,BROADLY_WEAK
